organizator;inn_organizatora;inn_primechanie;predmet;summa;data_publikacii;data_konca_priema;status;tip_procedury;sekciya;reestrovyy_nomer;okpd2;ssylka;zapros;centrobezhnyy_predmet;centro_priznak;centro_shum
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;Мониторинг цен среди организаций на право заключения договора на поставку пескоструйного эжекторного аппарата «АСО 40Э» с компрессором   для нужд Северо-Восточного бассейнового филиала ФГУП «Росморпорт»;НМЦ не установлена;2023-08-14;2023-08-18;Архив;Ценовой запрос;market/rosmorport_kim;559638;28.29.22.140;https://www.tektorg.ru/market/procedures/8606239;компрессор;нет;;
Казенное учреждение Чувашской Республики «Региональный центр закупок Чувашской Республики»;;нет в словаре площадки;Поставка оборудования стоматологического (компрессор, 3D принтер, 3D сканер, вытяжное устройство, стол под оборудование);2900467.5 ₽;2023-08-08;2023-08-16;Архив;Аукцион;zakupki;ЗП308558;26.20.16.121;https://www.tektorg.ru/223-fz/procedures/8549633;компрессор;нет;;
"Акционерное общество ""Нижегородский Завод  70-летия Победы""";5259113339;;Поставка контроллера встроенного осушителя винтового компрессора;НМЦ не установлена;2023-08-09;2023-08-15;Отменён;Ценовой запрос;market;559359;26.20.30.110;https://www.tektorg.ru/market/procedures/8561451;компрессор;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИБИРСКАЯ ИНТЕРНЕТ КОМПАНИЯ""";7708119944;;20-07.23 Холодильное оборудование (ООО «РН-Информ»);28500 ₽;2023-07-14;2023-08-10;Архив;Запрос предложений;sale/vitrine;ПИ307121;;https://www.tektorg.ru/sale/procedures/8325661;компрессор;нет;;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;"Поставка СЗЧ для азотного компрессора парома ""Генерал Черняховский""";НМЦ не установлена;2023-07-31;2023-08-08;Архив;Ценовой запрос;market/rosmorport_kim;554873;28.13.32.120;https://www.tektorg.ru/market/procedures/8472130;компрессор;нет;;
"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ БОЛЬНИЦА СВЯТОЙ ПРЕПОДОБНОМУЧЕНИЦЫ ЕЛИЗАВЕТЫ""";7804041070;;Поставка гелия для гелиевого компрессора с заправкой;1200000 ₽;2023-07-31;2023-08-08;Архив;Электронный аукцион;44fz;0372200277523000310;20.11.11.131;https://www.tektorg.ru/44-fz/procedures/8470818;компрессор;нет;;
"Филиал ""Калининградская ТЭЦ-2"" Акционерного общества ""Интер РАО – Электрогенерация""";7704784450;;«Проведение экспертизы промышленной безопасности Блочного пункта подготовки газа пускового комплекса №1 Блока №2 Здания дожимного компрессора № 1 для Калининградской ТЭЦ-2»;158000 ₽;2023-07-17;2023-08-02;Архив;Ценовой запрос (с закрытыми ценами);market;548570;71.20.19.190;https://www.tektorg.ru/market/procedures/8329093;компрессор;нет;;
бюджетное учреждение Чувашской Республики «Чувашская республиканская ветеринарная лаборатория» Государственной ветеринарной службы Чувашской Республики;2128053218;;Гидропневматическая промывка и опрессовка зданий и сооружений, воздушным компрессором, ёмкостью ресивера до 100 л.;7800 ₽;2023-08-01;2023-08-01;Архив;Ценовой запрос;market;554878;43.22.12.120;https://www.tektorg.ru/market/procedures/8478105;компрессор;нет;;
САМАРСКАЯ ГУБЕРНСКАЯ ДУМА  ОРГАН ГОСУДАРСТВЕННОЙ ВЛАСТИ САМАРСКОЙ ОБЛАСТИ;6315802224;;Поставка наборов автомобилиста, компрессоров автомобильных;139722 ₽;2023-07-21;2023-07-28;Архив;Запрос котировок в электронной форме;44fz;0142200000723000024;29.32.30.390;https://www.tektorg.ru/44-fz/procedures/8381381;компрессор;нет;;
ЕКАТЕРИНБУРГСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ВОДОПРОВОДНО-КАНАЛИЗАЦИОННОГО ХОЗЯЙСТВА;6608001915;;поставка фильтров для компрессоров Atlas Copco;НМЦ не установлена;2023-07-14;2023-07-26;Работа комиссии;Запрос предоставления ценовой информации;zakupki;ЗП307994;;https://www.tektorg.ru/223-fz/procedures/8326747;компрессор;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД ИМЕНИ М.И.КАЛИНИНА, Г. ЕКАТЕРИНБУРГ""";6663003800;;Поставка компрессора NN37YCAMT;НМЦ не установлена;2023-07-17;2023-07-24;Архив;Ценовой запрос;market;548653;28.13.23.000;https://www.tektorg.ru/market/procedures/8329375;компрессор;нет;;
АГЕНТСТВО ГОСУДАРСТВЕННОГО ЗАКАЗА КРАСНОЯРСКОГО КРАЯ;2460071692;;ЗК-№-12506/23 «Поставка компрессора промышленного»;128457.67 ₽;2023-07-14;2023-07-21;Архив;Запрос котировок в электронной форме;44fz;0119200000123011996;;https://www.tektorg.ru/44-fz/procedures/8326934;компрессор;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЖДСТРОЙ""";7708587205;;Поставка запчастей для ТО компрессоров для СМТ «Стройиндустрия» - филиала АО «РЖДстрой»;78329.98 ₽;2023-07-13;2023-07-19;Архив;Ценовой запрос;market;547345;28.13.32.120;https://www.tektorg.ru/market/procedures/8315121;компрессор;нет;;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;Запрос ценовой информации в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства, (ЗЦИ ДБФ 151-23) для определения начальной (максимальной) цены договора на поставку сменно запасных частей компрессоров   ледокола «Москва»  _для нужд Дальневосточного бассейнового филиала ФГУП «Росморпорт»;НМЦ не установлена;2023-07-11;2023-07-19;Архив;Запрос предоставления ценовой информации;zakupki/rosmorport_zakupki;ЗП307651;28.13.28.000;https://www.tektorg.ru/223-fz/procedures/8287027;компрессор;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД ИМЕНИ М.И.КАЛИНИНА, Г. ЕКАТЕРИНБУРГ""";6663003800;;Поставка компрессора маслоохладителя TECO KE-C138QZBC-A;НМЦ не установлена;2023-07-11;2023-07-18;Архив;Ценовой запрос;market;545883;28.13.28.000;https://www.tektorg.ru/market/procedures/8288077;компрессор;нет;;
"Акционерное общество ""Интер РАО – Электрогенерация""";7704784450;;Ремонт компрессоров для Северо-Западной ТЭЦ им. А.Г. Бориса;492333 ₽;2023-04-26;2023-07-17;Архив;Конкурентные переговоры;interrao;ИР304551;33.12.29.900;https://www.tektorg.ru/inter_rao/procedures/7776347;компрессор;нет;;
"Публичное Акционерное Общество ""Долгопрудненское Научно-Производственное Предприятие""";5008000322;;Поставка винтового компрессора производительностью 1,9 м3/мин.;НМЦ не установлена;2023-07-11;2023-07-17;Отменён;Ценовой запрос;market;546132;47.78.90.000;https://www.tektorg.ru/market/procedures/8294915;компрессор;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""АЛМАЗ"" ИМЕНИ АКАДЕМИКА А.А.РАСПЛЕТИНА""";7712040285;;Диагностика компрессора CHAMPION FM 22 (В связи с постоянным отключением);НМЦ не установлена;2023-07-03;2023-07-11;Архив;Ценовой запрос;market;542159;33.12.19.000;https://www.tektorg.ru/market/procedures/8223673;компрессор;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РЖДСТРОЙ""";7708587205;;"Оказание услуг по аренде компрессора и электростанции для нужд объекта: ""Реконструкция станции Пеньковая Забайкальской железной дороги""";1083760.97 ₽;2023-06-29;2023-07-07;Архив;Запрос котировок;zakupki;ЗП3062720;77.39.19.110;https://www.tektorg.ru/223-fz/procedures/8185500;компрессор;нет;;
КОМИТЕТ ПО ОРГАНИЗАЦИИ ТОРГОВ САМАРСКОЙ ОБЛАСТИ;;нет в словаре площадки;Поставка компрессора высокого давления для нужд Государственного казенного учреждения   «Поисково-спасательная служба Самарской области»;286666.66 ₽;2023-06-28;2023-07-07;Архив;Электронный аукцион;44fz;0142200001323015313;28.13.28.000;https://www.tektorg.ru/44-fz/procedures/8170168;компрессор;нет;;
"Филиал ""Калининградская ТЭЦ-2"" Акционерного общества ""Интер РАО – Электрогенерация""";7704784450;;Компрессор для Маяковской ТЭС;426866.68 ₽;2023-06-29;2023-07-06;Архив;Ценовой запрос (с закрытыми ценами);market;541215;28.13.23.000;https://www.tektorg.ru/market/procedures/8185394;компрессор;нет;;
Акционерное Общество «Ульяновский механический завод»;7303026762;;291.Расходные материалы для компрессора;1487812.07 ₽;2023-06-28;2023-07-05;Работа комиссии;Ценовой запрос;market;540559;28.29.12.140;https://www.tektorg.ru/market/procedures/8170427;компрессор;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИРБИТСКИЙ МОЛОЧНЫЙ ЗАВОД""";6676000476;;Фильтры дл компрессора;372800.03 ₽;2023-06-29;2023-07-05;Отменён;Ценовой запрос;market;540969;28.29.12.114;https://www.tektorg.ru/market/procedures/8184229;компрессор;нет;;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ИМЕНИ В.А. АЛМАЗОВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";7802030429;;Аварийный ремонт холодильной машины центрального кондиционера с заменой герметичного спирального компрессора «COPELAND» в Главном клиническом комплексе (9 этажей)  по адресу: г. Санкт-Петербург, ул Аккуратова, д.2;НМЦ не установлена;2023-06-23;2023-07-05;Работа комиссии;Запрос предоставления ценовой информации;zakupki;ЗП3062183;;https://www.tektorg.ru/223-fz/procedures/8107775;компрессор;нет;;
