zapros;polezno;kategoria;mash_slovo;srok;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
торцевое уплотнение;нет;сосуд;нет;не собирался;38-ТУ-09525-2024;15.08.2024;1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";Бачок торцевого уплотнения насоса Н-214, поз. Б-214, зав. №б/н, рег. №А-1520Р, применяемое на установке У-1.732, филиал Астраханский ГПЗ ООО «Газпром переработка» ( 233 / 22 - 24);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-09525-2024;https://monitor-pb.ru/customer/1102054991
торцевое уплотнение;нет;сосуд;нет;не собирался;38-ТУ-10294-2024;29.08.2024;1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";Бачок торцевого уплотнения насоса Н-214, поз. Б-214, зав. №б/н, рег. №А-1520Р, применяемое на установке У-1.732, филиал Астраханский ГПЗ ООО «Газпром переработка» ( 233 / 22 - 24);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-10294-2024;https://monitor-pb.ru/customer/1102054991
торцевое уплотнение;нет;трубопровод;нет;не собирался;40-ЗС-05293-2020;03.11.2020;0274051582;"ПАО АНК ""БАШНЕФТЬ""";«Площадка филиала ПАО АНК «Башнефть «Башнефть-УНПЗ», рег. №А41-05559-0001 (I класс опасности): Трубопровод «Блок ректификации, подача дизтоплива на торцевые уплотнения насосов секции 200», рег.№ I-23 Газокаталитическое производство, установка Г-43-107 М/1 (секция 200);ЗС;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/40-%D0%97%D0%A1-05293-2020;https://monitor-pb.ru/customer/0274051582
торцевое уплотнение;нет;заголовок;нет;не собирался;61-ТП-02820-2020;10.02.2020;7728640182;"ООО ""ГАЗПРОМНЕФТЬ -СМ""";Техническое перевооружение установки 39/8-5. Замена одинарных торцов на двойные торцевые уплотнения на насосы: Н-2а, 4, 4а, 8, 16, 17, 19, 19а, 22, 22а, 23. Шифр ТП-ОЗСМ-25/2019;ТП;5501254365;"ООО ""Центр технической безопасности и диагностики ""Полисервис""";соответствует;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%9F-02820-2020;https://monitor-pb.ru/customer/7728640182
торцевое уплотнение;нет;заголовок;нет;не собирался;61-ТП-22960-2017;16.10.2017;5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";Документации на техническое перевооружение опасного производственного объекта «площадка комплекса производства ароматических углеводородов» (рег.№А61-01219-0065, I класс опасности) «КПА. С-700/900В. Устранение замечаний РТН. Оснащение насосов 92GP-962А/В двойными торцевыми уплотнениями». Шифр 19514.;ТП;5501254365;"ООО ""Центр технической безопасности и диагностики ""Полисервис""";соответствует;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%9F-22960-2017;https://monitor-pb.ru/customer/5501041254
торцевое уплотнение;нет;сосуд;нет;не собирался;62-ТУ-17188-2022;24.05.2022;7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";техническое устройство «Маслобак торцевого уплотнения, поз. H6B рег.№101155», ООО «Томскнефтехим», эксплуатируемый на опасном производственном объекте «Площадка производства полипропилена», рег. №А62-00746-0001, по адресу: 634067, г. Томск, Кузовлевский тракт, д. 2, стр. 202;ТУ;7017216956;"ООО ""РУСЭНЕРГО""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-17188-2022;https://monitor-pb.ru/customer/7017075536
торцевое уплотнение;нет;сосуд;нет;не собирался;62-ТУ-17190-2022;24.05.2022;7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";техническое устройство «Маслобак торцевого уплотнения, поз. H6А рег.№101156», ООО «Томскнефтехим», эксплуатируемый на опасном производственном объекте «Площадка производства полипропилена», рег. №А62-00746-0001, по адресу: 634067, г. Томск, Кузовлевский тракт, д. 2, стр. 202;ТУ;7017216956;"ООО ""РУСЭНЕРГО""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-17190-2022;https://monitor-pb.ru/customer/7017075536
торцевое уплотнение;нет;сосуд;нет;не собирался;62-ТУ-17192-2022;24.05.2022;7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";техническое устройство «Маслобак торцевого уплотнения, поз. H6AS рег.№101157», ООО «Томскнефтехим», эксплуатируемый на опасном производственном объекте «Площадка производства полипропилена», рег. №А62-00746-0001, по адресу: 634067, г. Томск, Кузовлевский тракт, д. 2, стр. 202;ТУ;7017216956;"ООО ""РУСЭНЕРГО""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-17192-2022;https://monitor-pb.ru/customer/7017075536
торцевое уплотнение;нет;сосуд;нет;не собирался;62-ТУ-17194-2022;24.05.2022;7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";техническое устройство «Маслобак торцевого уплотнения, поз. H6BS рег.№101158», ООО «Томскнефтехим», эксплуатируемый на опасном производственном объекте «Площадка производства полипропилена», рег. №А62-00746-0001, по адресу: 634067, г. Томск, Кузовлевский тракт, д. 2, стр. 202;ТУ;7017216956;"ООО ""РУСЭНЕРГО""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-17194-2022;https://monitor-pb.ru/customer/7017075536
торцевое уплотнение;нет;сосуд;нет;не собирался;62-ТУ-18582-2022;03.06.2022;7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";техническое устройство «Маслобак торцевого уплотнения, поз. H6B рег.№101155», ООО «Томскнефтехим», эксплуатируемый на опасном производственном объекте «Площадка производства полипропилена», рег. №А62-00746-0001, по адресу: 634067, г. Томск, Кузовлевский тракт, д. 2, стр. 202;ТУ;7017216956;"ООО ""РУСЭНЕРГО""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-18582-2022;https://monitor-pb.ru/customer/7017075536
торцевое уплотнение;нет;сосуд;нет;не собирался;62-ТУ-18583-2022;03.06.2022;7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";техническое устройство «Маслобак торцевого уплотнения, поз. H6А рег.№101156», ООО «Томскнефтехим», эксплуатируемый на опасном производственном объекте «Площадка производства полипропилена», рег. №А62-00746-0001, по адресу: 634067, г. Томск, Кузовлевский тракт, д. 2, стр. 202;ТУ;7017216956;"ООО ""РУСЭНЕРГО""";;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-18583-2022;https://monitor-pb.ru/customer/7017075536
торцевое уплотнение;нет;сосуд;нет;не собирался;62-ТУ-18584-2022;03.06.2022;7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";техническое устройство «Маслобак торцевого уплотнения, поз. H6AS рег.№101157», ООО «Томскнефтехим», эксплуатируемый на опасном производственном объекте «Площадка производства полипропилена», рег. №А62-00746-0001, по адресу: 634067, г. Томск, Кузовлевский тракт, д. 2, стр. 202;ТУ;7017216956;"ООО ""РУСЭНЕРГО""";;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-18584-2022;https://monitor-pb.ru/customer/7017075536
торцевое уплотнение;нет;сосуд;нет;не собирался;62-ТУ-18585-2022;03.06.2022;7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";техническое устройство «Маслобак торцевого уплотнения, поз. H6BS рег.№101158», ООО «Томскнефтехим», эксплуатируемый на опасном производственном объекте «Площадка производства полипропилена», рег. №А62-00746-0001, по адресу: 634067, г. Томск, Кузовлевский тракт, д. 2, стр. 202;ТУ;7017216956;"ООО ""РУСЭНЕРГО""";;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-18585-2022;https://monitor-pb.ru/customer/7017075536
торцевое уплотнение;нет;сосуд;нет;не собирался;01-ТУ-12903-2024;18.04.2024;7723006328;"АО ""ГАЗПРОМНЕФТЬ - МНПЗ""";"ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ № ЭПБ-01-01125-1218-2021 на техническое устройство - Бачок торцевого уплотнения ЦН-14 БТУЦН-14 поз. БТУЦН-14, зав.№ б/н, рег.№ 2886 установки Л 24/5 Производства первичной переработки нефти и производства нефтепродуктов АО ""Газпромнефть - МНПЗ""";ТУ;7709059631;"ЗАО ""ГИАП-ДИСТцентр""";соответствует;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-12903-2024;https://monitor-pb.ru/customer/7723006328
торцевое уплотнение;нет;сосуд;нет;не собирался;23-ТУ-508140-2025;28.11.2025;7704214548;"ООО""АФИПСКИЙ НПЗ""";Заключение экспертизы промышленной безопасности № ДТ-2АНПЗ/34-ТП-2-034-2025 на техническое устройство Бачок торцевого уплотнения СБТУ-2, технологический №Б-22, заводской №8760, регистрационный №б/н, инвентарный №К1001/16, установка АТ-2, применяемое на опасном производственном объекте ООО «Афипский НПЗ»;ТУ;7714115419;"ООО НПФ ""ДИАТЕХ""";соответствует;https://monitor-pb.ru/conclusion/23-%D0%A2%D0%A3-508140-2025;https://monitor-pb.ru/customer/7704214548
торцевое уплотнение;нет;сосуд;нет;не собирался;23-ТУ-508186-2025;28.11.2025;7704214548;"ООО""АФИПСКИЙ НПЗ""";Заключение экспертизы промышленной безопасности № ДТ-2АНПЗ/34-ТП-2-034-2025 на техническое устройство Бачок торцевого уплотнения СБТУ-2, технологический №Б-22, заводской №8760, регистрационный №б/н, инвентарный №К1001/16, установка АТ-2, применяемое на опасном производственном объекте ООО «Афипский НПЗ»;ТУ;7714115419;"ООО НПФ ""ДИАТЕХ""";соответствует;https://monitor-pb.ru/conclusion/23-%D0%A2%D0%A3-508186-2025;https://monitor-pb.ru/customer/7704214548
торцевое уплотнение;нет;сосуд;нет;не собирался;23-ТУ-508210-2025;28.11.2025;7704214548;"ООО""АФИПСКИЙ НПЗ""";Заключение экспертизы промышленной безопасности № ДТ-2АНПЗ/34-ТП-2-034-2025 на техническое устройство Бачок торцевого уплотнения СБТУ-2, технологический №Б-22, заводской №8760, регистрационный №б/н, инвентарный №К1001/16, установка АТ-2, применяемое на опасном производственном объекте ООО «Афипский НПЗ»;ТУ;7714115419;"ООО НПФ ""ДИАТЕХ""";соответствует;https://monitor-pb.ru/conclusion/23-%D0%A2%D0%A3-508210-2025;https://monitor-pb.ru/customer/7704214548
торцевое уплотнение;нет;сосуд;нет;не собирался;30-ТУ-371892-2025;17.10.2025;1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";"Техническое устройство: ""Бачок торцевого уплотнения УТП-70 А3 насоса Н-152/1, поз. Е-30, зав. №б/н, рег. №А-1253Р, применяемое на установке У-1.731, ОПО «Площадка производства №3 Астраханского ГПЗ», филиал Астраханский ГПЗ ООО «Газпром переработка»""";ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-371892-2025;https://monitor-pb.ru/customer/1102054991
торцевое уплотнение;нет;заголовок;нет;не собирался;35-ТП-01118-2024;09.02.2024;2624022320;"ООО ""СТАВРОЛЕН""";"Документация на техническое перевооружение опасного производственного объекта «Площадка цеха №16 полимеризации пропилена производства углеводородов, их соединений (полипропилена)» (рег. № А35-00154-0031): «Установка систем торцевых уплотнений насоса поз. К 1596А по Plan 53В» (шифр 16 МТ-4803.00-ТХ; 16 А-4803.00-АТХ)";ТП;5836688727;"ООО ""ТЕХНОРИСК""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%9F-01118-2024;https://monitor-pb.ru/customer/2624022320
торцевое уплотнение;нет;здание/сооружение;нет;не собирался;48-ТП-39690-2015;12.10.2015;5904214710;"ООО ""Комплексные системы промышленной автоматизации""";«ООО «ЛУКОЙЛ - Пермнефтеоргсинтез», ТСП. Эстакада налива нефтепродуктов на р. Кама, причал №1. Оснащение насоса Н-10 двойным торцевым уплотнением с сигнализацией протечки уплотняющей жидкости и заполнения насоса, арматурой с дистанционным управлением на приемном и выкидном трубопроводах» (в части технического перевооружения)»;ТП;5918015465;"ООО ""СПЕКТР""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%9F-39690-2015;https://monitor-pb.ru/customer/5904214710
торцевое уплотнение;нет;трубопровод;нет;не собирался;53-ТУ-23451-2017;08.12.2017;6330000553;"АО ""НК НПЗ""";Трубопровод № 55 «Затворная жидкость от гидравлических аккумуляторов Н-2, 2а, 3, 3а к тр. 13/3 (Легкий газойль от торцевых уплотнений насосов Н-2, 2а, Н-3, 3а к линии 13/3)» установки 43-102/1 цеха № 3 АО «НК НПЗ»;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-23451-2017;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;здание/сооружение;нет;не собирался;57-ЗС-30814-2018;31.08.2018;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";сооружение - Трубопровод стравливания давления расширительных бачков торцевых уплотнений насосов Н-201/1-4 в факельный коллектор товарного парка (линии 55/1, 55/3, 55/5, 55/7, 55/10), рег.№ 43(Площадка станции насосной магистрального продуктопровода (Ноябрьское ЛПУ), ООО «Запсибтрансгаз»);ЗС;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%97%D0%A1-30814-2018;https://monitor-pb.ru/customer/7202116628
торцевое уплотнение;нет;заголовок;нет;не собирался;53-ТП-37905-2024;19.12.2024;6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";"Заключение № 068-ТП-СФ-2024 экспертизы промышленной безопасности документации на техническое перевооружение опасного производственного объекта «Площадка переработки мономеров и производства синтетического каучука», регистрационный номер № А53-01264-0020, класс опасности I, «Техническое перевооружение блока № 1 ""Каталитическое окисление"" установки И-3-13-16 производительностью изопрена 90000 т/в год с заменой уплотнения вала насосов тех. № 24/5,6 на двойное торцевое уплотнение», шифр 030.24.210";ТП;7719183966;"НО АССОЦИАЦИЯ ""РОСТЕХЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%9F-37905-2024;https://monitor-pb.ru/customer/6323049893
торцевое уплотнение;нет;сосуд;нет;не собирался;30-ТУ-19358-2023;01.11.2023;7704214548;"ООО""АФИПСКИЙ НПЗ""";техническое устройство: Бачок торцевого уплотнения СО-1.01 ta plan 52, технологический №Б-4а, заводской №27506/28774, регистрационный №Б/Н, инвентарный №Б/Н, установка БУ-3, применяемое на опасном производственном объекте ООО «Афипский НПЗ;ТУ;7714115419;"ООО НПФ ""ДИАТЕХ""";соответствует;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-19358-2023;https://monitor-pb.ru/customer/7704214548
торцевое уплотнение;нет;сосуд;нет;не собирался;30-ТУ-19359-2023;01.11.2023;7704214548;"ООО""АФИПСКИЙ НПЗ""";техническое устройство: Бачок торцевого уплотнения СО-1.01 ta plan 52, технологический №Б-4, заводской №27497/28773, регистрационный №Б/Н, инвентарный №Б/Н, установка БУ-3, применяемое на опасном производственном объекте ООО «Афипский НПЗ;ТУ;7714115419;"ООО НПФ ""ДИАТЕХ""";соответствует;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-19359-2023;https://monitor-pb.ru/customer/7704214548
торцевое уплотнение;нет;сосуд;нет;не собирался;30-ТУ-19364-2023;01.11.2023;7704214548;"ООО""АФИПСКИЙ НПЗ""";техническое устройство: Бачок торцевого уплотнения СО-1.01 ta plan 52, технологический №Б-3, заводской №27316/28771, регистрационный №Б/Н, инвентарный №Б/Н, установка БУ-3, применяемое на опасном производственном объекте ООО «Афипский НПЗ;ТУ;7714115419;"ООО НПФ ""ДИАТЕХ""";соответствует;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-19364-2023;https://monitor-pb.ru/customer/7704214548
торцевое уплотнение;нет;трубопровод;нет;не собирался;35-ТП-03607-2014;12.08.2014;2624022320;"ООО ""СТАВРОЛЕН""";"документация технического перевооружения ООО ""Ставролен"" 2МТ-3553.00-ТХК,2А-3553.00, 2С-3553.00КМ, 2С-3350.00-КМ ""Обвязка двойного торцевого уплотнения насосов поз. Р2304 А/В"" в части соответствия действующим правилам и нормам промышленной безопасности, разработанной ООО ""Ставролен"" г. Буденновск";ТП;6143006121;"ООО ""Эксперт"" (ИНН 6143006121)";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%9F-03607-2014;https://monitor-pb.ru/customer/2624022320
торцевое уплотнение;нет;заголовок;нет;не собирался;38-ТП-19244-2017;11.12.2017;3006006420;"ООО ""ГАЗПРОМ ДОБЫЧА АСТРАХАНЬ""";техническое перевооружение опасного производственного объекта «Площадка производства №3 (газоперерабатывающий завод) (4)», рег.№А38-00528-0003 (I класс). Установка первичной переработки стабильного конденсата У-1.731. Система контроля состояния уплотняющей жидкости торцевых уплотнений и температуры подшипниковых узлов насосов блока БОПСГ» (шифр: 1613.7761).;ТП;7825111459;"ООО ""ГЦЭ""";соответствует;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%9F-19244-2017;https://monitor-pb.ru/customer/3006006420
торцевое уплотнение;нет;здание/сооружение;нет;не собирался;40-ЗС-06233-2020;10.12.2020;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";сооружение, применяемое на опасном производственном объекте «Площадка ПАО «Уфаоргсинтез», рег. №А41-00050-0001 (I класс опасности): «Трубопровод азота из отд.222 на торцевые уплотнения насосов объектов завода», рег. № 47М-III-3-106 Производство фенола и ацетона, объект 106-605, отделение 222;ЗС;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/40-%D0%97%D0%A1-06233-2020;https://monitor-pb.ru/customer/0277014204
торцевое уплотнение;нет;трубопровод;нет;не собирался;52-ТУ-577317-2025;19.12.2025;5250043567;"ООО ""ЛУКОЙЛ-НИЖЕГОРОДНЕФТЕОРГСИНТЕЗ""";Заключение экспертизы промышленной безопасности № Т-1299/25 Трубопровод «Общезаводской коллектор азота НД на торцевые уплотнения. Рег. № 51». На опасном производственном объекте I класса опасности рег. № А40-00268-0001 «Площадка производства по переработке нефти и нефтепродуктов». Участок обслуживания газофакельных систем ПНБиП ООО «ЛУКОЙЛ-Нижегороднефтеоргсинтез»;ТУ;7302005960;"АО ""ПРОМСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-577317-2025;https://monitor-pb.ru/customer/5250043567
торцевое уплотнение;нет;трубопровод;нет;не собирался;53-ЗС-01888-2025;04.02.2025;6330000553;"АО ""НК НПЗ""";Трубопровод № 88 (тех. индекс 108) «От коллектора оборотной воды к торцевым уплотнениям Н-308/1,2, Н-309/1,2, Н-317/1,2, Н-301/1,2, Н-326, прямая», цех 73, установка УЗК;ЗС;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%97%D0%A1-01888-2025;https://monitor-pb.ru/customer/6330000553
торцевое уплотнение;нет;заголовок;нет;не собирался;38-ТП-17902-2017;29.11.2017;3006006420;"ООО ""ГАЗПРОМ ДОБЫЧА АСТРАХАНЬ""";техническое перевооружение опасного производственного объекта «Площадка производства №3 (газоперерабатывающий завод) (4)», рег.№А38-00528-0003 (I класс). Установка первичной переработки стабильного конденсата У-1.731. Система контроля состояния уплотняющей жидкости торцевых уплотнений и температуры подшипниковых узлов насосов блока ВП» (шифр: 1613.7758.00).;ТП;7825111459;"ООО ""ГЦЭ""";соответствует;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%9F-17902-2017;https://monitor-pb.ru/customer/3006006420
торцевое уплотнение;нет;заголовок;нет;не собирался;38-ТП-17906-2017;29.11.2017;3006006420;"ООО ""ГАЗПРОМ ДОБЫЧА АСТРАХАНЬ""";техническое перевооружение опасного производственного объекта «Площадка производства №3 (газоперерабатывающий завод) (4)», рег.№А38-00528-0003 (I класс). Установка первичной переработки стабильного конденсата У-1.731. Система контроля состояния уплотняющей жидкости торцевых уплотнений и температуры подшипниковых узлов насосов блока АТ» (шифр: 1613.7755.00).;ТП;7825111459;"ООО ""ГЦЭ""";соответствует;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%9F-17906-2017;https://monitor-pb.ru/customer/3006006420
торцевое уплотнение;нет;заголовок;нет;не собирался;41-ТП-12234-2022;05.03.2022;6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Заключение № 1139-2021 экспертизы промышленной безопасности документации техниче-ского перевооружения опасного производственного объекта I класса опасности «Площадка переработки мономеров и производства синтетического каучука» ООО «Тольяттикаучук», рег. №А53-01264-0020, «Замена насоса №1/3 на новый насос с двойным торцевым уплотнением», шифр ТК.1109.04.01.;ТП;0274092973;"ООО ""СТАРТ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%9F-12234-2022;https://monitor-pb.ru/customer/6323049893
торцевое уплотнение;нет;заголовок;нет;не собирался;53-ТП-04268-2017;22.03.2017;6330017980;"АО ""ННК""";"Техническое перевооружение. «Установка бачков торцевых уплотнений на насосах Н-9, Н-16/1,2, Н-27/1,2,3, Н-34/1,2,3 Н-41/1,2,3 Н-54/1,2 Н-134/1,2,3 Н-141/1,2,3"" (шифр 14144)";ТП;6312086734;"ООО ""ПЭБ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%9F-04268-2017;https://monitor-pb.ru/customer/6330017980
торцевое уплотнение;нет;здание/сооружение;нет;не собирался;61-ЗС-05354-2021;15.03.2021;5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";на сооружение до начала применения на опасном производственном объекте «Технологический трубопровод «Линия LS-5505 пар НД с торцевых уплотнений TR-503 к системе конденсатора пара уплотнения», № 150-LS-5505-GC05A2S-НI, № 80-LS-5506-GC05A2S-НI, планируемое к эксплуатации АО «Газпромнефть-ОНПЗ», на объекте Комплекса глубокой переработки нефти в составе Комбинированной установки гидрокрекинга (титул 8121);ЗС;7810851203;"ООО ""ЛЕНПРОМЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/61-%D0%97%D0%A1-05354-2021;https://monitor-pb.ru/customer/5501041254
торцевое уплотнение;нет;сосуд;нет;не собирался;30-ТУ-16260-2024;02.09.2024;7704214548;"ООО""АФИПСКИЙ НПЗ""";ДТ-3АНПЗ/34-ТП-2-343-2024 на техническое устройство: Бачок торцевого уплотнения СБТУ-4, технологический №Б-16, заводской №126, регистрационный №б/н, инвентарный №б/н, установка АВТ, применяемое на опасном производственном объекте ООО «Афипский НПЗ;ТУ;7714115419;"ООО НПФ ""ДИАТЕХ""";соответствует;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-16260-2024;https://monitor-pb.ru/customer/7704214548
торцевое уплотнение;нет;сосуд;нет;не собирался;30-ТУ-16262-2024;02.09.2024;7704214548;"ООО""АФИПСКИЙ НПЗ""";ДТ-3АНПЗ/34-ТП-2-344-2024 на техническое устройство: Бачок торцевого уплотнения СБТУ-2, технологический №Б-18, заводской №1693, регистрационный №б/н, инвентарный №б/н, установка АВТ, применяемое на опасном производственном объекте ООО «Афипский НПЗ;ТУ;7714115419;"ООО НПФ ""ДИАТЕХ""";соответствует;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-16262-2024;https://monitor-pb.ru/customer/7704214548
торцевое уплотнение;нет;сосуд;нет;не собирался;50-ТУ-26853-2025;31.07.2025;7723006328;"АО ""ГАЗПРОМНЕФТЬ - МНПЗ""";"ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ № ЭПБ-01-00400-0286-2024 на техническое устройство - Бачок торцевых уплотнений поз. Б-3, зав.№ 1166, рег.№ 2818 участка резервуарного парка сырой нефти, мазута и вакуумного газойля (СН, М и ВГ), товарно-сырьевой базы №2, товарного производства АО ""Газпромнефть - МНПЗ""";ТУ;7709059631;"ЗАО ""ГИАП-ДИСТцентр""";соответствует;https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-26853-2025;https://monitor-pb.ru/customer/7723006328
торцевое уплотнение;нет;сосуд;нет;не собирался;50-ТУ-27164-2025;31.07.2025;7723006328;"АО ""ГАЗПРОМНЕФТЬ - МНПЗ""";"ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ № ЭПБ-01-00400-0283-2024 на техническое устройство - Бачок торцевых уплотнений поз. Б-2, зав.№ 1163, рег.№ 2817 участка резервуарного парка сырой нефти, мазута и вакуумного газойля (СН, М и ВГ), товарно-сырьевой базы №2, товарного производства АО ""Газпромнефть - МНПЗ""";ТУ;7709059631;"ЗАО ""ГИАП-ДИСТцентр""";соответствует;https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-27164-2025;https://monitor-pb.ru/customer/7723006328
торцевое уплотнение;нет;сосуд;нет;не собирался;50-ТУ-27207-2025;31.07.2025;7723006328;"АО ""ГАЗПРОМНЕФТЬ - МНПЗ""";"ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ № ЭПБ-01-00400-0282-2024 на техническое устройство - Бачок торцевых уплотнений поз. Б-1, зав.№ 1179, рег.№ 2816 участка резервуарного парка сырой нефти, мазута и вакуумного газойля (СН, М и ВГ), товарно-сырьевой базы №2, товарного производства АО ""Газпромнефть - МНПЗ""";ТУ;7709059631;"ЗАО ""ГИАП-ДИСТцентр""";соответствует;https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-27207-2025;https://monitor-pb.ru/customer/7723006328
торцевое уплотнение;нет;сосуд;нет;не собирался;50-ТУ-27252-2025;31.07.2025;7723006328;"АО ""ГАЗПРОМНЕФТЬ - МНПЗ""";"ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ № ЭПБ-01-00400-0303-2024 на техническое устройство - Бачок торцевых уплотнений поз. Б-4, зав.№ 1199, рег.№ 2819 участка резервуарного парка сырой нефти, мазута и вакуумного газойля (СН, М и ВГ), товарно-сырьевой базы №2, товарного производства АО ""Газпромнефть - МНПЗ""";ТУ;7709059631;"ЗАО ""ГИАП-ДИСТцентр""";соответствует;https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-27252-2025;https://monitor-pb.ru/customer/7723006328
торцевое уплотнение;нет;заголовок;нет;не собирался;53-ТП-41440-2022;27.05.2022;6330000553;"АО ""НК НПЗ""";документации на техническое перевооружение опасного производственного объекта АО «НК НПЗ» (рег. № А53-00301-0001, I класс опасности) «Цех 29. Установка АВТ-11. Оснащение насосов Н-60/1, Н-60/2 двойными торцевыми уплотнениями» Шифр 25043;ТП;5610063346;"ООО ""НТЦ ""ПРОМБЕЗОПАСНОСТЬ - ОРЕНБУРГ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%9F-41440-2022;https://monitor-pb.ru/customer/6330000553
