istochnik_fayl;stroka
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 347 | 42800017 | 46255 | 46297 | 8 | 60040.25 | 110/35/6 Восточная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 348 | 42800020 | 46254 | 46438 | 8 | 57610.36 | 110/35/6 Восточная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 349 | 42800028 | 46261 | 46445 | 50 | 158701.26 | 110/6 Очистные
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 350 | 42800053 | 46258 | 46442 | 15 | 15793.77 | 110/35/6 Восточная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 351 | 42800150 | 46259 | 46301 | 27 | 13655.99 | 110/35/10 Чернянка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 352 | 42800168 | 46260 | 46302 | 8 | 45947.53 | 110/10/10 Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 353 | 42800177 | 46253 | 46295 | 10 | 50960.92 | 330/110/35/10 Валуйки
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 354 | 42800202 | 46254 | 46438 | 15 | 15793.77 | 110/10/10 Пушкарная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 355 | 42800216 | 46258 | 46623 | 150 | 126242.58 | 110/10 Дубовое
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 356 | 42800240 | 46254 | 46296 | 5 | 5264.59 | 35/10 Прелестное
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 357 | 42800253 | 46261 | 46303 | 7 | 36868.199999999997 | 110/6 Строитель
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 358 | 42800294 | 46253 | 46295 | 15 | 45947.53 | 110/35/10 Новый Оскол
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 359 | 42800319 | 46258 | 46300 | 10 | 13655.99 | 35/6 Федосеевка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 360 | 42800376 | 46253 | 46295 | 15 | 15793.77 | 330/110/35/10 Валуйки
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 361 | 42800402 | 46262 | 46627 | 136.5 | 80459.27 | 110/10 Дубовое
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 362 | 42800449 | 46262 | 46304 | 15 | 60040.25 | 110/10 Шеино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 363 | 42800513 | 46260 | 46302 | 15 | 15793.77 | 110/35/10 Короча
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 364 | 42800528 | 46259 | 46301 | 15 | 60040.25 | 110/10 Крапивенская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 365 | 42800533 | 46262 | 46304 | 15 | 15793.77 | 110/10 Шеино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 366 | 42800536 | 46259 | 46301 | 13 | 60040.25 | 35/10 Гостищево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 367 | 42800546 | 46255 | 46297 | 1 | 1052.92 | 35/10 Гостищево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 368 | 42800588 | 46265 | 46307 | 10 | 45947.53 | 35/6 Федосеевка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 369 | 42800596 | 46258 | 46300 | 10 | 45947.53 | 35/6 Федосеевка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 370 | 42800622 | 46259 | 46301 | 8 | 60040.25 | 110/10/10 Майская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 371 | 42800625 | 46260 | 46444 | 135 | 80459.27 | 110/35/6 Восточная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 372 | 42800634 | 46255 | 46439 | 10 | 72012.95 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 373 | 42800636 | 46255 | 46439 | 10 | 72012.95 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 374 | 42800639 | 46258 | 46300 | 15 | 60040.25 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 375 | 42800661 | 46261 | 46303 | 30 | 14388.44 | 110/6 Строитель
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 376 | 42800668 | 46256 | 46440 | 45 | 13655.99 | 110/10 Шеино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 377 | 42800696 | 46258 | 46300 | 15 | 60040.25 | 35/10 Орлик
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 378 | 42800702 | 46260 | 46444 | 8 | 57610.36 | 110/10/10 Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 379 | 42800762 | 46262 | 46304 | 150 | 80459.27 | 110/35/10 Алексеевка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 380 | 42800770 | 46259 | 46301 | 15 | 60040.25 | 110/10 Крапивенская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 381 | 42800854 | 46259 | 46301 | 15 | 60040.25 | 35/10 Маслова Пристань
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 382 | 42800872 | 46260 | 46302 | 15 | 45947.53 | 110/10/6 Казацкие Бугры
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 383 | 42800878 | 46260 | 46302 | 15 | 45947.53 | 110/10/6 Казацкие Бугры
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 384 | 42800888 | 46260 | 46302 | 15 | 45947.53 | 110/10/6 Казацкие Бугры
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 385 | 42800889 | 46254 | 46438 | 10 | 10529.18 | 35/10 Колосково
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 386 | 42800894 | 46255 | 46297 | 10 | 60040.25 | 330/110/35/10 Валуйки
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 387 | 42800898 | 46260 | 46444 | 9 | 79995 | 110/10 Крапивенская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 388 | 42800903 | 46260 | 46302 | 15 | 45947.53 | 110/10/6 Казацкие Бугры
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 389 | 42800917 | 46258 | 46300 | 1 | 1052.92 | 110/35/6 Шебекино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 390 | 42800979 | 46261 | 46303 | 15 | 60040.25 | 110/10/10 Северная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 391 | 42801031 | 46258 | 46300 | 15 | 15793.77 | 110/10/10 Северная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 392 | 42801081 | 46253 | 46437 | 1 | 1052.92 | 35/10 Колосково
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 393 | 42801086 | 46260 | 46444 | 15 | 15793.77 | 110/35/10 Волоконовка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 394 | 42801105 | 46260 | 46302 | 7.1 | 7475.72 | 35/10 Слоновка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 395 | 42801107 | 46259 | 46443 | 15 | 108019.43 | 110/10/6 Пищепром
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 396 | 42801108 | 46265 | 46446 | 6 | 50960.92 | 35/10 Новая Деревня
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 397 | 42801111 | 46265 | 46446 | 6 | 50960.92 | 35/10 Новая Деревня
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 398 | 42801149 | 46261 | 46445 | 15 | 94087.72 | 35/10 Гостищево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 399 | 42801161 | 46258 | 46442 | 15 | 15793.77 | 35/6 Федосеевка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 400 | 42801236 | 46262 | 46446 | 15 | 105436.87 | 35/10 Гостищево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 401 | 42801242 | 46254 | 46296 | 15 | 45947.53 | 110/35/10 Александровка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 402 | 42801345 | 46260 | 46302 | 1 | 1052.92 | 35/10 Шаталовка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 403 | 42801409 | 46260 | 46444 | 8 | 57610.36 | 110/35/6 Журавлики
