list;god_ishodno;zakazchik;obekt;oborudovanie;god;strana;stroka
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;;Байдарацкая КС;НКУ;2010;Россия;управления и распределения (НКУ) Россия Байдарацкая КС 5 2010 3Щ, ЩНО, ЩСУ, 2Щ, 1Щ
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;;Байдарацкая КС;НКУ;2010;Россия;управления и распределения (НКУ) Россия Байдарацкая КС 2 2010 1ШУ, 1ШОС
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;;Ивановская КС;НКУ;2010;Россия;управления и распределения (НКУ) Россия Ивановская КС 1 2010 ОЩСУ
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;;Ивановская КС;КТП;2010;Россия;(КТП) Россия Ивановская КС 1 2010 2КТП-ЭП-630
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Ивановская КС;;КТП;2010;Россия;(КТП) Россия Ивановская КС 1 2010 2КТП-ЭП-630
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Ивановская КС;;КРУ;2010;Россия;(КРУ) Россия Ивановская КС 1 2010 К-204
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Ивановская КС;;КТП;2010;Россия;(КТП) Россия Ивановская КС 1 2010 2КТПА-ЭП-630
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Ивановская КС;;КТП;2010;Россия;(КТП) Россия Ивановская КС 1 2010 2КТПА-1000, 2КТПА-630
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Портовая КС;;НКУ;2010;Россия;управления и распределения (НКУ) Россия Портовая КС 21 2010 ШЩ2, ШУС1-ШУС-19
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Волховская КС;;НКУ;2010;Россия;управления и распределения (НКУ) Россия Волховская КС 1 2010 ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Волховская КС;;НКУ;2010;Россия;управления и распределения (НКУ) Россия Волховская КС 1 2010 ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Волховская КС;;НКУ;2010;Россия;управления и распределения (НКУ) Россия Волховская КС 1 2010 ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Волховская КС;;КТП;2010;Россия;(КТП) Россия Волховская КС 1 2010 2КТПА-ЭП-1600/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Волховская КС;;НКУ;2010;Россия;управления и распределения (НКУ) Россия Волховская КС 2 2010 ШЩ1, ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Волховская КС;;НКУ;2010;Россия;управления и распределения (НКУ) Россия Волховская КС 1 2010 ШЩ1 7 панелей
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Бованенковское НГКМ;;НКУ;2010;Россия;управления и распределения (НКУ) Россия Бованенковское НГКМ 2 2010 1ШЩ, 2ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Бованенковское НГКМ;;НКУ;2010;Россия;управления и распределения (НКУ) Россия Бованенковское НГКМ 1 2010 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Микунь КС;;НКУ;2010;Россия;управления и распределения (НКУ) Россия Микунь КС 1 2010 ЩГП
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Медвежье МР;;НКУ;2010;Россия;управления и распределения (НКУ) Россия Медвежье МР 1 2010 4ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Медвежье МР;;НКУ;2010;Россия;управления и распределения (НКУ) Россия Медвежье МР 1 2010 4ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Бованенковское НГКМ;;КТП;2010;Россия;(КТП) Россия Бованенковское НГКМ 1 2010 2БКТПА-ЭП-400/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Бованенковское НГКМ;;НКУ;2010;Россия;управления и распределения (НКУ) Россия Бованенковское НГКМ 1 2010 НКУ
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Медвежье МР;;КТП;2010;Россия;(КТП) Россия Медвежье МР 1 2010 2БКТПА-ЭП-1000/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;2010;Медвежье МР;;КТП;2010;Россия;(КТП) Россия Медвежье МР 1 2010 2БКТПА-ЭП-1000/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Микунь КС-12;;НКУ;2011;Россия;управления и распределения (НКУ) Россия Микунь КС-12 1 2011 РУСН
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Пикалевская КС;;НКУ;2011;Россия;управления и распределения (НКУ) Россия Пикалевская КС 2 2011 ЩР, ЯАВР3-160-2-31
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;"ООО ""НГХК""";;НКУ;2011;Россия;"управления и распределения (НКУ) Россия ООО ""НГХК"" 5 2011 905Щ, 902Щ, 902ЩПВ,"
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Микунь КС-12;;НКУ;2011;Россия;управления и распределения (НКУ) Россия Микунь КС-12 1 2011 ЩПТ-220
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Микунь КС-12;;НКУ;2011;Россия;управления и распределения (НКУ) Россия Микунь КС-12 1 2011 ЩПТ-24
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Портовая КС;;НКУ;2011;Россия;управления и распределения (НКУ) Россия Портовая КС 4 2011 ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Сахалин ГКС;;КТП;2011;Россия;(КТП) Россия Сахалин ГКС 1 2011 2КТП-ЭП-630/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Сахалин ГКС;;КТП;2011;Россия;(КТП) Россия Сахалин ГКС 1 2011 2КТПА-ЭП-1000/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Сахалин ГКС;;КРУ;2011;Россия;(КРУ) Россия Сахалин ГКС 1 2011 К-204-ЭП
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Сахалин ГКС;;КТП;2011;Россия;(КТП) Россия Сахалин ГКС 1 2011 2КТПА-ЭП-1600/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Сахалин ГКС;;НКУ;2011;Россия;управления и распределения (НКУ) Россия Сахалин ГКС 2 2011 ЩГП, ЩППЗ
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Заполярное НГКМ;;КТП;2011;Россия;(КТП) Россия Заполярное НГКМ 1 2011 КТПСО-ЭПГ-4/6/0,23
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Заполярное НГКМ;;НКУ;2011;Россия;управления и распределения (НКУ) Россия Заполярное НГКМ 3 2011 1ШЩ, 2ШЩ, 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Заполярное НГКМ;;НКУ;2011;Россия;управления и распределения (НКУ) Россия Заполярное НГКМ 1 2011 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Бованенковское НГКМ;;НКУ;2011;Россия;управления и распределения (НКУ) Россия Бованенковское НГКМ 5 2011 1ШЩ, 2ШЩ, 3ШЩ, 4ШЩ,
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Заполярное НГКМ;;НКУ;2011;Россия;управления и распределения (НКУ) Россия Заполярное НГКМ 3 2011 1ШЩ, 2ШЩ, 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Приводино КС;;НКУ;2011;Россия;управления и распределения (НКУ) Россия Приводино КС 2 2011 ЩСУ, 2Щ
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Бованенково-Ухта;;КТП;2011;Россия;(КТП) Россия Бованенково-Ухта 1 2011 БКТПА-ЭП-400/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Заполярное НГКМ;;КТП;2011;Россия;(КТП) Россия Заполярное НГКМ 2 2011 2КТПА-ЭП-1000/10/0,4,
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;Сахалин ГКС;;НКУ;2011;Россия;управления и распределения (НКУ) Россия Сахалин ГКС 4 2011 ЩППЗ, ЩВ, ОЩСУ, щит
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Ярынская КС;КТП;2011;Россия;(КТП) Россия Ярынская КС 1 2011 2БКТПА-630
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Ярынская КС;КТП;2011;Россия;(КТП) Россия Ярынская КС 1 2011 2БКТПА-1250
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Малоперанская КС;КТП;2011;Россия;(КТП) Россия Малоперанская КС 1 2011 2БКТПА-1000
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Малоперанская КС;КТП;2011;Россия;(КТП) Россия Малоперанская КС 1 2011 2БКТПА-1000
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Малоперанская КС;КТП;2011;Россия;(КТП) Россия Малоперанская КС 1 2011 2БКТПА-1250
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Ярынская КС;КТП;2011;Россия;(КТП) Россия Ярынская КС 1 2011 2БКТПА-630
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Ярынская КС;КТП;2011;Россия;(КТП) Россия Ярынская КС 1 2011 2БКТПА-630
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Ярынская КС;КТП;2011;Россия;(КТП) Россия Ярынская КС 1 2011 2БКТПА-1000
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Ярынская КС;КТП;2011;Россия;(КТП) Россия Ярынская КС 1 2011 2БКТПА-630
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Приводино КС;управления и распределения (НКУ);2011;Россия;управления и распределения (НКУ) Россия Приводино КС 1 2011 ЩСУ 1Щ
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Нюксенкское ЛПУ;КТП;2011;Россия;(КТП) Россия Нюксенкское ЛПУ 1 2011 2КТПА-ЭП-630/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Бованенково-Ухта, УКПГ-2;управления и распределения (НКУ);2011;Россия;управления и распределения (НКУ) Россия Бованенково-Ухта, УКПГ-2 1 2011 ЩСУ с АВР в блок-боксе
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Пикалевская КС;КТП;2011;Россия;(КТП) Россия Пикалевская КС 2 2011 2КТПА-ЭП-1250/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Воркутинская КС-Ярынская КС;управления и распределения (НКУ);2011;Россия;управления и распределения (НКУ) Россия Воркутинская КС-Ярынская КС 1 2011 ЩСУ с АВР в блок-боксе
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Бованенково-Ухта;управления и распределения (НКУ);2011;Россия;управления и распределения (НКУ) Россия Бованенково-Ухта 1 2011 ЩСУ с АВР в блок-боксе
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Синдорская КС;КТП;2011;Россия;(КТП) Россия Синдорская КС 1 2011 2БКТП-160/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Хабаровское ЛПУ;КТП;2011;Россия;(КТП) Россия Хабаровское ЛПУ 1 2011 2КТПА-1000/6/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Совхозное ПХГ;управления и распределения (НКУ);2011;Россия;управления и распределения (НКУ) Россия Совхозное ПХГ 1 2011 ЩПА, ЩР
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Астраханское ЛПУ;управления и распределения (НКУ);2011;Россия;управления и распределения (НКУ) Россия Астраханское ЛПУ 5 2011 1ШОС
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Нюксенкское ЛПУ;КРУ;2011;Россия;(КРУ) Россия Нюксенкское ЛПУ 1 2011 К-204-ЭП
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Проскоково КС;КРУ;2011;Россия;(КРУ) Россия Проскоково КС 2 2011 ЗРУ на К-204, К-206
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Пикалевская КС;управления и распределения (НКУ);2011;Россия;управления и распределения (НКУ) Россия Пикалевская КС 1 2011 ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;2011;;Ямбургское НГКМ;управления и распределения (НКУ);2011;Россия;управления и распределения (НКУ) Россия Ямбургское НГКМ 2 2011 ШУ1
