list;stranica;zakazchik;god_min;god_max;hvost
1_referentsii_repkh_gazovaya_otrasl.pdf;17;управления и распределения (НКУ) Россия КС-3 Вуктыльская 3;2007;2007;2007 ШЩ2,ШЩ,Ш
1_referentsii_repkh_gazovaya_otrasl.pdf;17;(КТП) Россия Система автоматического управлени ДКС-1 1;2007;2007;2007 2КТПА-1000/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;17;(КТП) Россия КС Березанская 1;2007;2007;2007 2КТП-400/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;17;(КТП) Россия КС-3 Вуктыльская 1;2007;2007;2007 2КТП-160/6/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;17;управления и распределения (НКУ) Россия КС-13 Урдома 3;2007;2007;2007 щиты, пульты
1_referentsii_repkh_gazovaya_otrasl.pdf;17;(КТП) Россия Бованенковское и Харасавейское ГКМ 1;2007;2007;2007 2БКТП-630/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;17;(КТП) Россия Бованенковское и Харасавейское ГКМ 1;2007;2007;2007 БКТП-250/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;17;(КТП) Россия Казымское, Перегребненское, Сорум-е 8;2007;2007;2007 2КТП
1_referentsii_repkh_gazovaya_otrasl.pdf;17;(КТП) Россия Медвежье месторождение ГП 1;2007;2007;2007 2КТП-630/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КТП) Россия КС Торжок-бис 1;2007;2007;2007 2БКТП-ЭП-1000/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;18;"управления и распределения (НКУ) Россия ОАО ""Невский завод"" 1";2007;2007;2007 ЩПТ-220
1_referentsii_repkh_gazovaya_otrasl.pdf;18;управления и распределения (НКУ) Россия Касимовское ПХГ 3;2007;2007;2007 ЩОС, ЩВХ, ЩПТ
1_referentsii_repkh_gazovaya_otrasl.pdf;18;управления и распределения (НКУ) Россия КС Микуньская 1;2007;2007;2007 ШЩ1
1_referentsii_repkh_gazovaya_otrasl.pdf;18;управления и распределения (НКУ) Россия КС Микуньская 1;2007;2007;2007 ЩР в блок-боксе
1_referentsii_repkh_gazovaya_otrasl.pdf;18;управления и распределения (НКУ) Россия КС Торжок-бис 1;2007;2007;2007 РУ-6кВ
1_referentsii_repkh_gazovaya_otrasl.pdf;18;управления и распределения (НКУ) Россия Ямбургское НГКМ 2;2007;2007;2007 1Ш, 2Ш
1_referentsii_repkh_gazovaya_otrasl.pdf;18;управления и распределения (НКУ) Россия Новоарзамасская 1;2007;2007;2007 ПР8501-1052
1_referentsii_repkh_gazovaya_otrasl.pdf;18;управления и распределения (НКУ) Россия Приводинская 3;2007;2007;2007 ШУС1-ШУС3
1_referentsii_repkh_gazovaya_otrasl.pdf;18;управления и распределения (НКУ) Россия Приводинская 1;2007;2007;2007 щит ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;18;управления и распределения (НКУ) Россия КС Волховская 1;2007;2007;2007 шкаф Ш
1_referentsii_repkh_gazovaya_otrasl.pdf;18;управления и распределения (НКУ) Россия Новогрязовецкая 3;2007;2007;2007 ШУС1, ШЩ1, ШЩ2
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КТП) Россия Бованенковское НГКМ 1;2007;2007;2007 2КТПА-1000
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КТП) Россия Северо-Уренгойское НГКМ 1;2007;2007;2007 КТПУ(ВК)-40/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КТП) Россия Барнаул-Бийск-Горно-Алтайск 2;2007;2007;2007 КТПм-63, КТПм-40
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КТП) Россия Рыздвяный 1;2007;2007;2007 2БКТП-630/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КТП) Россия Перегребненская КС 1;2007;2007;2007 КТП-400/6/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КТП) Россия Краснодарское СПХГ 2;2007;2007;2007 2БКТП-100/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;18;управления и распределения (НКУ) Россия Бованенковское НГКМ 1;2007;2007;2007 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;18;управления и распределения (НКУ) Россия Касимовское ПХГ 5;2007;2007;2007 ЩР, ЩВ, 1ЩПА(ЩПС), ШК
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КТП) Россия Москово 1;2007;2007;2007 2КТП-1000/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КТП) Россия Ямсовейское ГКМ 1;2007;2007;2007 2КТПА-630/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КРУ) Россия Новоарзамасская 1;2007;2007;2007 КРУ-10кВ
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КТП) Россия Комсомольское ЛПУ 3;2007;2007;2007 КТП
1_referentsii_repkh_gazovaya_otrasl.pdf;18;месторождения 12;2007;2007;2007 КТП
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КТП) Россия Водорассольный комплекс 1;2007;2007;2007 2БКТП-400/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;18;управления и распределения (НКУ) Россия КС Оршанская 2;2007;2007;2007 ШЩ, шкаф Ш
1_referentsii_repkh_gazovaya_otrasl.pdf;18;управления и распределения (НКУ) Россия КС Минская 2;2007;2007;2007 ШЩ, шкаф Ш
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КТП) Россия Харвутинская площадь 1;2007;2007;2007 2БКТП-400/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;18;управления и распределения (НКУ) Россия КС Бабаевская 1;2007;2007;2007 шкаф Ш
1_referentsii_repkh_gazovaya_otrasl.pdf;18;управления и распределения (НКУ) Россия Заполярное НГКМ 1;2007;2007;2007 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КТП) Россия Барнаул-Бийск-Горно-Алтайск 2;2007;2007;2007 КТПм-63, КТПм-40
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КТП) Россия Уренгойское НГКМ 1;2007;2007;2007 КТПУ(ВК)-40/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КТП) Россия Москово КС 1;2007;2007;2007 2БКТП-630/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КТП) Россия Москово КС 1;2007;2007;2007 2БКТП-630/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КТП) Россия Тума КС 1;2007;2007;2007 2КТП-630/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;18;управления и распределения (НКУ) Россия Воскресенск КС 1;2007;2007;2007 ОЩСУ
1_referentsii_repkh_gazovaya_otrasl.pdf;18;(КТП) Россия Воскресенск КС 1;2007;2007;2007 2КТП-1000/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КРУ) Россия Омская КС 1;2007;2007;2007 К-204
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КТП) Россия Омская КС 1;2007;2007;2007 2КТПА-630
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КТП) Россия Волгоградское ПХГ 1;2008;2008;2008 КТПК(КК)-25/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КТП) Россия Волгоградское ПХГ 1;2008;2008;2008 КТПК(КК)-25/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия Бованенковское и Харасавейское ГКМ 1;2008;2008;2008 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия Бованенковское и Харасавейское ГКМ 1;2008;2008;2008 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КТП) Россия Таежная КС 1;2008;2008;2008 2БКТПА-1000
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия Бованенковское и Харасавейское ГКМ 1;2008;2008;2008 ПР99
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия Пождепо 10;2008;2008;2008 1ШР-10ШР
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия Бованенковское и Харасавейское ГКМ 1;2008;2008;2008 АВР-100
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия Медвежье ГМ 1;2008;2008;2008 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КТП) Россия Калужское ПХГ 2;2008;2008;2008 2КТПА-630, 2КТП-400
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия Бованенковское и Харасавейское ГКМ 1;2008;2008;2008 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия Курск КС 1;2008;2008;2008 2БКТП-400
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КТП) Россия Курск КС 1;2008;2008;2008 2КТП-630
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия Курск КС 1;2008;2008;2008 ВРУ
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КТП) Россия Новоарзамасская КС 1;2008;2008;2008 2КТП-630
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КТП) Россия Новоарзамасская КС 1;2008;2008;2008 2КТПА-1000
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КТП) Россия Новоарзамасская КС 1;2008;2008;2008 2КТП-100
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КТП) Россия Новоарзамасская КС 1;2008;2008;2008 2КТП-400
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КРУ) Россия Губкинское месторождение 1;2008;2008;2008 К-204
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия НГХК 2;2008;2008;2008 ПР8511
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия Грязовецкая КС 1;2008;2008;2008 шкаф Ш
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия Шекснинская КС СЕГ 1;2008;2008;2008 шкаф Ш
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия Бованенковское НГКМ 4;2008;2008;2008 ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия Ямсовейское ГКМ 1;2008;2008;2008 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия Харвутинская площадь 3;2008;2008;2008 ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия 17;2008;2008;2008 Я5111-3274-54У2
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КТП) Россия Александровская КС 1;2008;2008;2008 2БКТПА-400/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КРУ) Россия Починки-изобильное 1;2008;2008;2008 ЗРУ 10 кВ К-207ЭП
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия Медвежье ГМ 3;2008;2008;2008 1ШЩ
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КТП) Россия Октябрьская КС 1;2008;2008;2008 2КТПА-1000/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КТП) Россия Октябрьская КС 1;2008;2008;2008 2КТП-1000/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КТП) Россия Таежная КС 1;2008;2008;2008 2КТПА-1000/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КТП) Россия Таежная КС 1;2008;2008;2008 2КТПА-630/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;19;(КТП) Россия Приозерная КС 1;2008;2008;2008 2КТПА-1000/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия КИТСО и САЗ 22;2008;2008;2008 НКУ
1_referentsii_repkh_gazovaya_otrasl.pdf;19;управления и распределения (НКУ) Россия КИТСО и САЗ 2;2008;2008;2008 ПР99
1_referentsii_repkh_gazovaya_otrasl.pdf;20;управления и распределения (НКУ) Россия Сосьвинское ЛПУ 9;2008;2008;2008 ШНС, ШУС
1_referentsii_repkh_gazovaya_otrasl.pdf;20;управления и распределения (НКУ) Россия Сосьвинское ЛПУ 9;2008;2008;2008 ШНС, ШУС
1_referentsii_repkh_gazovaya_otrasl.pdf;20;управления и распределения (НКУ) Россия --- 1;2008;2008;2008 НКУ
1_referentsii_repkh_gazovaya_otrasl.pdf;20;управления и распределения (НКУ) Россия --- 1;2008;2008;2008 НКУ
1_referentsii_repkh_gazovaya_otrasl.pdf;20;(КТП) Россия КС Алгай 3;2008;2008;2008 2КТП-400, 2КТП-1000
1_referentsii_repkh_gazovaya_otrasl.pdf;20;(КТП) Россия КС Ярковская 1;2008;2008;2008 2КТП-1000/10/0,4
1_referentsii_repkh_gazovaya_otrasl.pdf;20;(КТП) Россия КС Самсоновская 2;2008;2008;2008 2КТПА-1000
1_referentsii_repkh_gazovaya_otrasl.pdf;20;управления и распределения (НКУ) Россия Сургутский ЗСК 1;2008;2008;2008 1ШЩ
