srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
any;электрокомпрессор;68-ТУ-89104-2023;07.12.2023;4218000951;"АО ""ЕВРАЗ ЗСМК""";электрокомпрессор, станционный № 11, установленный в АО «ЕВРАЗ ЗСМК», ПВС, турбинный цех, эксплуатируемый на ОПО № А68-00341-0076, «Площадка главного корпуса ТЭЦ (ПВС)», III класс опасности.;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-89104-2023;https://monitor-pb.ru/customer/4218000951
any;электрокомпрессор;68-ТУ-27836-2021;09.11.2021;4218000951;"АО ""ЕВРАЗ ЗСМК""";на электрокомпрессор, станционный №12, установленный на АО «ЕВРАЗ ЗСМК», ПВС, турбинный цех, эксплуатируемый на ОПО «Площадка главного корпуса ТЭЦ (ПВС)», регистрационный № А68-00341-0076, III класс опасности;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";не соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-27836-2021;https://monitor-pb.ru/customer/4218000951
any;электрокомпрессор;68-ТУ-13081-2022;18.04.2022;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство: электрокомпрессор, станционный № 12, установленный в АО «ЕВРАЗ ЗСМК», ПВС, турбинный цех, эксплуатируемый на ОПО «Площадка главного корпуса ТЭЦ (ПВС)», регистрационный № А68-00341-0076, III класс опасности;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-13081-2022;https://monitor-pb.ru/customer/4218000951
any;электрокомпрессор;68-ТУ-34134-2020;18.12.2020;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство: электрокомпрессор К-1500-62-2, станционный № 9, заводской № 3762, установленный на АО «ЕВРАЗ ЗСМК», ПВС, турбинный цех, эксплуатируемый на ОПО «Площадка главного корпуса ТЭЦ (ПВС)» АЭ.20.02701.001;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-34134-2020;https://monitor-pb.ru/customer/4218000951
any;электрокомпрессор;49-ТУ-51795-2022;26.08.2022;5610218014;"ООО ""ГАЗПРОМНЕФТЬ-ОРЕНБУРГ""";электрокомпрессор К2-150, зав. № 0501011, техн. № В-1, применяемая на ОПО «Пункт подготовки и сбора нефти Восточного участка ОНГКМ», рег. № А49-00026-0002, II класс опасности, установленный в ЦРО НПО уч. № 1, ВУ ОНГКМ, ООО «Газпромнефть - Оренбург»;ТУ;7202132059;"ООО ""РИСК АЛЬЯНС""";соответствует;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-51795-2022;https://monitor-pb.ru/customer/5610218014
any;электрокомпрессор;68-ТУ-17015-2020;03.08.2020;4218000951;"АО ""ЕВРАЗ ЗСМК""";воздухопровод от электрокомпрессора станционный № 12 до коллекторов кислородного дутья, регистрационный № 9, установленный на АО «ЕВРАЗ ЗСМК», ПВС, эксплуатируемый на ОПО № А68-00341-0076 «Площадка главного корпуса ТЭЦ (ПВС)», III класс опасности. АЭ.20.02701.001;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-17015-2020;https://monitor-pb.ru/customer/4218000951
any;электрокомпрессор;42-ТУ-476651-2025;21.11.2025;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство - электрокомпрессор ст №9 инвентарный № 213000000091-00 Эксплуатируется на опасном производственном объекте III класса опасности (Площадка главного корпуса ТЭЦ (ПВС), регистрационный номер в реестре ОПО А68-00341-0076 от 17.10.2018 г.) АО «ЕВРАЗ ЗСМК» г. Новокузнецк;ТУ;4217150143;"ООО ""СИБЭКСПЕРТ"" (ИНН 4217150143)";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-476651-2025;https://monitor-pb.ru/customer/4218000951
any;электрокомпрессор;68-ТУ-11140-2022;01.04.2022;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство: воздухопровод от электрокомпрессора станционный № 9 до коллекторов кислородного дутья, регистрационный № 16, установленный в АО «ЕВРАЗ ЗСМК», ПВС, турбинный цех, эксплуатируемый на ОПО «Площадка главного корпуса ТЭЦ (ПВС)», регистрационный № А68-00341-0076, III класс опасности;ТУ;4220024710;"ООО ""ЭНЕРГОПРОМ-М""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-11140-2022;https://monitor-pb.ru/customer/4218000951
any;электрокомпрессор;56-ТУ-52470-2025;12.08.2025;5610218014;"ООО ""ГАЗПРОМНЕФТЬ-ОРЕНБУРГ""";на техническое устройство – Электрокомпрессор К2-150, зав.№ 0501011, техн. № В-1, применяемое на ОПО «Пункт подготовки и сбора нефти Восточного участка ОНГКМ», регистрационный номер ОПО: А49-00026-0002, класс опасности: II класс, предприятие владелец: ООО «Газпромнефть - Оренбург», место эксплуатации: ЦППН-1 Восточного участка ОНГКМ.;ТУ;5611050460;"ООО ""СПЛАВ + """;соответствует;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-52470-2025;https://monitor-pb.ru/customer/5610218014
any;электрокомпрессор;42-ТУ-426964-2025;10.11.2025;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство - КВО электрокомпрессора ст.№11, регистрационный № 19929, заводской № 8844, инвентарный № 213000000090-00 Эксплуатируется на опасном производственном объекте III класса опасности (Площадка главного корпуса ТЭЦ (ПВС), регистрационный номер в реестре ОПО А68-00341-0076 от 17.10.2018 г.) АО «ЕВРАЗ ЗСМК» г. Новокузнецк;ТУ;4217150143;"ООО ""СИБЭКСПЕРТ"" (ИНН 4217150143)";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-426964-2025;https://monitor-pb.ru/customer/4218000951
any;электрокомпрессор;68-ТУ-16038-2024;30.05.2024;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство - воздухопровод электрокомпрессора ст.№12, регистрационный № 9, инвентарный № 213000000165-00. Эксплуатируется на опасном производственном объекте III класса опасности (Площадка главного корпуса ТЭЦ (ПВС), регистрационный номер в реестре ОПО А68-00341-0076 от 17.10.2018 г.) АО «ЕВРАЗ ЗСМК» г. Новокузнецк;ТУ;4217150143;"ООО ""СИБЭКСПЕРТ"" (ИНН 4217150143)";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-16038-2024;https://monitor-pb.ru/customer/4218000951
any;электрокомпрессор;68-ТУ-37024-2024;06.11.2024;4218000951;"АО ""ЕВРАЗ ЗСМК""";техническое устройство - воздухопровод электрокомпрессора ст.№11, регистрационный № 17, инвентарный № 213000000090-00. Эксплуатируется на опасном производственном объекте III класса опасности (Площадка главного корпуса ТЭЦ (ПВС), регистрационный номер в реестре ОПО А68-00341-0076 от 17.10.2018 г.) АО «ЕВРАЗ ЗСМК» г. Новокузнецк;ТУ;4217150143;"ООО ""СИБЭКСПЕРТ"" (ИНН 4217150143)";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-37024-2024;https://monitor-pb.ru/customer/4218000951
any;электрокомпрессор;42-ТУ-375803-2025;22.10.2025;4218000951;"АО ""ЕВРАЗ ЗСМК""";ЗАКЛЮЧЕНИЕ № 178КЛ/2025-ТУ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство - влагоотделитель электрокомпрессора ст.№12, регистрационный № 19927, заводской № 5091, инвентарный № 213000000165-00 Эксплуатируется на опасном производственном объекте III класса опасности (Площадка главного корпуса ТЭЦ (ПВС), регистрационный номер в реестре ОПО А68-00341-0076 от 17.10.2018 г.) АО «ЕВРАЗ ЗСМК» г. Новокузнецк;ТУ;4217150143;"ООО ""СИБЭКСПЕРТ"" (ИНН 4217150143)";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-375803-2025;https://monitor-pb.ru/customer/4218000951
any;электрокомпрессор;22-ТУ-09986-2018;10.07.2018;5003065767;"ООО ""ГАЗПРОМ ПХГ""";техническое устройство, применяемое на опасном производственном объекте. Электрокомпрессор автоматизированный 1ЭКВ180/10, зав. № 99, тех. № 1 инв. № 103353, СП-3, Невское УПХГ, ООО «Газпром ПХГ». Опасный производственный объект (ОПО): Подземное хранилище газа Невское УПХГ, Регистрационный номер ОПО: А01-13225-0016, Класс опасности ОПО: I. Эксплуатирующая организация: Филиал ООО «Газпром ПХГ» «Невское УПХГ». Место установки: Насосная пластовых вод СП-3;ТУ;7731463536;"ООО ""ГАЗТЕХЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/22-%D0%A2%D0%A3-09986-2018;https://monitor-pb.ru/customer/5003065767
any;электрокомпрессор;59-ТУ-34169-2024;01.10.2024;8903019871;"ООО ""ГАЗПРОМ ДОБЫЧА НАДЫМ""";Техническое устройство: автоматизированный электрокомпрессор АКР-21, зав. No 63, тех. No К-1, инв. No 113150 Опасный производственный объект (ОПО): участок комплексной подготовки газа ГП-8 месторождения Медвежье Регистрационный номер ОПО: А59-50021-028 Класс опасности ОПО: III класс Предприятие владелец: ООО «Газпром добыча Надым» Место установки: ЭЛ.CTAHЦИЯ PEЗEPBHAЯ ДИЗEЛЬHAЯ C AГPEГATAMИ A;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-34169-2024;https://monitor-pb.ru/customer/8903019871
any;электрокомпрессор;59-ТУ-34172-2024;01.10.2024;8903019871;"ООО ""ГАЗПРОМ ДОБЫЧА НАДЫМ""";Техническое устройство: автоматизированный электрокомпрессор АКР-21, зав. No 915, тех. No К-2, инв. No 113150 Опасный производственный объект (ОПО): участок комплексной подготовки газа ГП-8 месторождения Медвежье Регистрационный номер ОПО: А59-50021-028 Класс опасности ОПО: III класс Предприятие владелец: ООО «Газпром добыча Надым» Место установки: ЭЛ.CTAHЦИЯ PEЗEPBHAЯ ДИЗEЛЬHAЯ C AГPEГATAMИ A;ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-34172-2024;https://monitor-pb.ru/customer/8903019871
