inn;predpriyatie;nazvanie_egrul;adres;sayt;rukovoditel;dolzhnost_rukovoditelya;status_egrul;vyruchka;vyruchka_god;okved_osnovnoy;okvedov;okved_kody;ssylka_checko;ssylka_okved
4705001850;НИЦ &quot;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ПЕТЕРБУРГСКИЙ ИНСТИТУТ ЯДЕРНОЙ ФИЗИКИ ИМ.Б.П.КОНСТАНТИНОВА НАЦИОНАЛЬНОГО ИССЛЕДОВАТЕЛЬСКОГО ЦЕНТРА ""КУРЧАТОВСКИЙ ИНСТИТУТ""";Ленинградская обл, г Гатчина, мкр Орлова роща, д 1;imc.macro.ru;Нестерчук Юлия Николаевна;ДИРЕКТОР;ACTIVE;;;;;;https://checko.ru/company/nic-kurchatovsky-institut-piyaf-1034701242443;
2312166206;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАРКЕТИНГ КОМПАНИ ПЛЮС""";г Краснодар, ул им. Дежнёва, д 4, ком 1;;Польщиков Евгений Сергеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;LIQUIDATED;;;;;;https://checko.ru/company/marketing-kompani-plyus-1092312008557;
2902073635;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВМЯСТОРГ""";Архангельская обл, г Северодвинск, Грузовой проезд, д 27;;Рыбинская Ирина Александровна;ДИРЕКТОР;LIQUIDATED;;;;;;https://checko.ru/company/sevmyastorg-1122932005481;
3128037345;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОБЪЕДИНЕНИЕ СТРОИТЕЛЬНЫХ МАТЕРИАЛОВ И БЫТОВОЙ ТЕХНИКИ""";Белгородская обл, г Старый Оскол, пр-кт Алексея Угарова, влд 200 стр 2;;Чубыкин Роман Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;3,1 млрд;2022;;;;https://checko.ru/company/osmibt-1023102357508;
2364009853;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОЛЛЕКТИВНОЕ СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ ""ДРУЖБА""";Краснодарский край, г Гулькевичи, ул Нагорная, д 10;;Корчагин Владислав Валентинович;ДИРЕКТОР;ACTIVE;68,2 млн;2025;;;;https://checko.ru/company/ksp-druzhba-1132364002825;
2635801991;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕЛИОС""";Ставропольский край, село Красногвардейское, ул Привокзальная, д 19;;Крайнов Виктор Александрович;КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ;BANKRUPT;;;;;;https://checko.ru/company/gelios-1112651001100;
0105003182;ЗАО &quot;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОЛКОМБИНАТ ""АДЫГЕЙСКИЙ""";г Майкоп, ул Транспортная, влд 5;molkom-adyg.ru;Сапиев Вячеслав Дольчериевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;1,9 млрд;2025;;;;https://checko.ru/company/molkombinat-adygeysky-1020100698771;
2632013897;ЗАО &quot;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХОЛОД""";Ставропольский край, г Пятигорск, ул Козлова, зд 39;holodplus26.ru;Полухина Наталья Викторовна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;2,3 млрд;2025;;;;https://checko.ru/company/holod-1022601610657;
2634814807;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАНЕТА""";г Ставрополь, Торговый пер, д 3/1;;Хамидов Авги Тайфульевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;1,9 млн;2025;;;;https://checko.ru/company/planeta-1142651021732;
3123067522;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЛИСИНТЕЗ""";г Белгород, ул Рабочая, зд 14П, помещ 2;polisintez.ru;Пшеничный Александр Геннадьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;1,5 млрд;2025;;;;https://checko.ru/company/polisintez-1023101638647;
5835013986;ГБУЗ  &quot;;;penzaonco.ru;;;;;;;;;https://checko.ru/company/gbuz-ookd-1025801218849;
7717662787;АО НПО &quot;;;oilgassystems.com;;;;5,2 млрд;2021;;;;https://checko.ru/company/npo-tyazhpromarmatura-1097746714911;
7805730570;АО &quot;;;cryontk.ru;;;;1,5 млрд;2021;;;;https://checko.ru/company/ntk-kriogennaya-tekhnika-1187847209054;
2539007602;КГАУЗ &quot;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ВЛАДИВОСТОКСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 2""";г Владивосток, ул Русская, д 57;gkb2.ru;Лакомкина Оксана Александровна;ГЛАВНЫЙ ВРАЧ;ACTIVE;;;;;;https://checko.ru/company/kgauz-vkb-2-1022502131410;
7438011866;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧЕЛЯБТЕХГАЗ""";г Челябинск, ул Производственная, д 8;texgas.ru;Кулагин Евгений Анатольевич;ДИРЕКТОР;ACTIVE;636,3 млн;2025;;;;https://checko.ru/company/chelyabtekhgaz-1027401866755;
7720622632;ООО &quot;;;;;;;25,1 млн;2021;;;;https://checko.ru/company/vladtekhgaz-1087746780780;
5029030328;ФГБУ &quot;;;;;;;;;;;;https://checko.ru/company/fspmr-1035005503565;
3443929213;ООО &quot;;;;;;;186,6 млн;2025;;;;https://checko.ru/company/kriokomplekt-1143443013944;
6920004744;ООО &quot;;;;;;;220,8 млн;2025;;;;https://checko.ru/company/valeriya-1026901607699;
1646016800;ООО &quot;;;kislorodelabuga.ru;;;;313,4 млн;2025;;;;https://checko.ru/company/kislorodnaya-stanciya-1051655002300;
6615000648;ОАО &quot;;;metalist.ru;;;;1,6 млрд;2025;;;;https://checko.ru/company/metallist-1026601125957;
6629020796;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ЦЕНТРОТЕХ""";Свердловская обл, г Новоуральск, ул Дзержинского, зд 2;centrotech.ru;Агапов Сергей Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;3,5 млрд;2021;;;;https://checko.ru/company/npo-centrotekh-1076629000690;
8906005041;ГЯ &quot;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ЯМАЛО-НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА ""МУРАВЛЕНКОВСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""";Ямало-Ненецкий АО, г Муравленко, ул Губкина, д 24;;Василенков Алексей Валерьевич;ГЛАВНЫЙ ВРАЧ;ACTIVE;;;;;;https://checko.ru/company/gbuz-yanao-muravlenkovskaya-gb-1028900766850;
2703000015;ПАО &quot;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АМУРСКИЙ СУДОСТРОИТЕЛЬНЫЙ ЗАВОД""";Хабаровский край, г Комсомольск-на-Амуре, ул Аллея Труда, д 1;amurshipyard.ru;Боровский Михаил Васильевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;;;;;;https://checko.ru/company/pao-asz-1022700514605;
6664013880;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКИЙ ЗАВОД ХИМИЧЕСКОГО МАШИНОСТРОЕНИЯ""";г Екатеринбург, Хибиногорский пер, стр 33;uralhimmash.ru;Гавриков Сергей Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;8,1 млрд;2021;;;;https://checko.ru/company/uralhimmash-1026605781290;
7714968470;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗМК МОСТ""";Омская обл, Омский р-н, поселок Горячий Ключ, ул Железнодорожная, д 16;;Двойных Олег Валерьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;3,9 млрд;2025;;;;https://checko.ru/company/zmk-most-1177746036038;
6661002061;ГАУЗ СО «ЦСВМП «УИТО им. В.Д. Чаклина»;;;uniito.weborto.net;;;;;;;;;https://checko.ru/company/gscuivdc-1036603988156;
5053067248;ООО &quot;;;;;;;;;;;;https://checko.ru/company/agrokompleks-ivanisovo-1095053001537;
2308152747;ООО &quot;;;strojexp.ru;;;;16,6 млн;2025;;;;https://checko.ru/company/stroy-ehkspert-1082308013479;
8610016694;ООО &quot;;;;;;;19,3 млн;2025;;;;https://checko.ru/company/medtekhgaz-1058600202341;
8901016346;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КИСЛОРОД""";г Салехард, ул Объездная, д 26А;;Безродный Николай Петрович;ДИРЕКТОР;ACTIVE;16,4 млн;2025;;;;https://checko.ru/company/kislorod-1058900001490;
6617025334;ГАУЗ СО &quot;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""КРАСНОТУРЬИНСКАЯ ГОРОДСКАЯ БОЛЬНИЦА""";Свердловская обл, г Краснотурьинск, ул Чкалова, зд 20;krasn-gb1.ru;Горинов Евгений Олегович;ГЛАВНЫЙ ВРАЧ;ACTIVE;;;;;;https://checko.ru/company/gauz-so-kgb-1156658080413;
7709804318;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРАКСЭА РУС""";г Москва, 4-й Лесной пер, д 4;linru.ru;Будылин Александр Сергеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;4,1 млрд;2021;;;;https://checko.ru/company/prakseha-rus-5087746091956;
7448009721;ОАО &quot;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЧЕЛЯБВТОРМЕТ""";г Челябинск, ул Автодорожная, д 1А;chvm.ru;Сутковой Максим Николаевич;ДИРЕКТОР;ACTIVE;4,4 млрд;2022;;;;https://checko.ru/company/chelyabvtormet-1027402554255;
7447168630;ООО &quot;;;tech-74.ru;;;;325,9 млн;2025;;;;https://checko.ru/company/tekhnologiya-1107447003212;
9309010650;ООО ЦОФ &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ЦЕНТРАЛЬНАЯ ОБОГАТИТЕЛЬНАЯ ФАБРИКА ""ДОНЕЦКАЯ""";Донецкая Народная Респ, г Торез, ул Капустина, д 55;;Беляев Андрей Владимирович;ДИРЕКТОР;ACTIVE;111 млн;2025;;;;https://checko.ru/company/cof-doneckaya-1229300070064;
6662054256;МБУ &quot;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СВЕРДЛОВСКОЙ ОБЛАСТИ ""ЦЕНТРАЛЬНАЯ ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 1 ГОРОД ЕКАТЕРИНБУРГ""";г Екатеринбург, ул Декабристов, стр 15;;Айрапетов Дмитрий Владимирович;ГЛАВНЫЙ ВРАЧ;ACTIVE;;;;;;https://checko.ru/company/gbuz-so-cgkb-1-1026605413878;
2311280957;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАРЫШ-СФЕРА""";г Краснодар, ул 3-я Трудовая, д 106 литера а, помещ 11;;Барышникова Елена Евгеньевна;ДИРЕКТОР;ACTIVE;529 млн;2025;;;;https://checko.ru/company/barysh-sfera-1182375100445;
2452025371;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КИСЛОРОДНО-АЦЕТИЛЕНОВЫЙ ЗАВОД""";Красноярский край, г Железногорск, ул Южная, д 49;kras-kaz.ru;Кузнецов Максим Владимирович;ДИРЕКТОР;ACTIVE;335 млн;2025;;;;https://checko.ru/company/kaz-1022401408105;
6658225950;ФКУЗ &quot;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""МЕДИКО-САНИТАРНАЯ ЧАСТЬ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО СВЕРДЛОВСКОЙ ОБЛАСТИ""";г Екатеринбург, ул Репина, д 4 к а;;Ушакова Мария Валерьевна;ВРИО НАЧАЛЬНИКА УЧРЕЖДЕНИЯ;ACTIVE;;;;;;https://checko.ru/company/fmmrpso-1069658026723;
7610056896;ООО &quot;;;technogaz-servis.ru;;;;58,2 млн;2025;;;;https://checko.ru/company/tekhnogaz-servis-1027601113682;
5249105219;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОРУНД-ЦИАН""";Нижегородская обл, г Дзержинск, ул 1 Мая, д 6 к 2;korund-cn.ru;Хайцин Иосиф Яковлевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;8,8 млрд;2021;;;;https://checko.ru/company/korund-cian-1095249008403;
9201001480;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРЫМ ФОГАЗ""";г Севастополь, ул Комбрига Потапова, д 25, кв 63;;Токарев Владимир Иванович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;25,7 млн;2025;;;;https://checko.ru/company/kfg-1149204004322;
7201000726;АО &quot;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНСНЕФТЬ - СИБИРЬ""";г Тюмень, ул Республики, д 139;transneft.ru;Исламов Рустэм Рильевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;195,9 млрд;2025;;;;https://checko.ru/company/transneft-sibir-1027200789220;
6678016584;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭТНАТРАНС""";г Екатеринбург, ул Пехотинцев, д 21А, офис 13-14;etnatrans.ru;Рюмин Максим Викторович;ДИРЕКТОР;ACTIVE;97,8 млн;2025;;;;https://checko.ru/company/ehtnatrans-1126678012361;
6623136360;ООО ТТК &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ТОРГОВО-ТРАНСПОРТНАЯ КОМПАНИЯ ""АЛЬФАГАЗСЕРВИС-НТ""";622016, СВЕРДЛОВСКАЯ ОБЛАСТЬ, М.О. ГОРОД НИЖНИЙ ТАГИЛ, Г. НИЖНИЙ ТАГИЛ, УЛ. КОСМОНАВТОВ, Д. 31, КВ. 9;ags-nt.ru;Криуля Дмитрий Иванович;ДИРЕКТОР;ACTIVE;96,4 млн;2025;;;;https://checko.ru/company/ttk-alfagazservis-nt-1206600071688;
5261022992;ГБУЗ НО&quot;;;dgkb1nn.ru;;;;;;;;;https://checko.ru/company/gbuz-no-dgkb-1-1025203574770;
2458008580;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ "" ЛИТЕЙНО-ПРЕССОВЫЙ ЗАВОД "" СЕГАЛ""";660111, КРАСНОЯРСКИЙ КРАЙ, Г. КРАСНОЯРСК, УЛ. ПОГРАНИЧНИКОВ, ЗД. 42, СТР. 15, ЭТАЖ 3 КАБ. 3;sial-group.ru;Киселёв Леонид Андреевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;9,5 млрд;2025;;;;https://checko.ru/company/lpz-segal-1022402467890;
5037007869;НИЦ &quot;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ИНСТИТУТ ФИЗИКИ ВЫСОКИХ ЭНЕРГИЙ ИМЕНИ А.А. ЛОГУНОВА НАЦИОНАЛЬНОГО ИССЛЕДОВАТЕЛЬСКОГО ЦЕНТРА ""КУРЧАТОВСКИЙ ИНСТИТУТ""";Московская обл, г Серпухов, г Протвино, пл Науки, д 1;ihep.su;Песенко Валерий Николаевич;ДИРЕКТОР УЧРЕЖДЕНИЯ;ACTIVE;;;;;;https://checko.ru/company/nic-kurchatovsky-institut-ifveh-1125043001357;
5515007013;БУЗОО &quot;"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ОМСКОЙ ОБЛАСТИ ""КАЛАЧИНСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";Омская обл, г Калачинск, ул Больничная, д 14;kcrb55.ru;Харланова Татьяна Александровна;ГЛАВНЫЙ ВРАЧ;ACTIVE;;;;;;https://checko.ru/company/buzoo-kalachinskaya-crb-1025501596372;
7720237158;ООО &quot;;;cryocom.ru;;;;95,5 млн;2025;;;;https://checko.ru/company/kriokom-1037700078932;
7701888612;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕФТЕХИМСТАНДАРТ""";г Москва, ул Старая Басманная, д 21/4 стр 1;mcpe.ru;Таланова Екатерина Георгиевна;ДИРЕКТОР;ACTIVE;21,4 млн;2025;;;;https://checko.ru/company/neftekhimstandart-1107746704780;
6658081585;ГАУЗ СО &quot;;;okb1.ru;;;;528,5 млн;2025;;;;https://checko.ru/company/gauz-so-sokb-1-1026602329710;
2539010235;ГБУЗ &quot;;;kkb2.ru;;;;;;;;;https://checko.ru/company/gbuz-kkb-2-1022502117660;
5503218595;ООО &quot;;;montisib-k.ru;;;;44,8 млн;2025;;;;https://checko.ru/company/monti-sib-i-k-1105543004951;
7702509257;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НГКО НОВАЯ ГАЗОВАЯ КОМПАНИЯ""";г Москва, ул Трубная, д 12;airproducts.ru;Сидоров Олег Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;1,3 млрд;2021;;;;https://checko.ru/company/ngko-novaya-gazovaya-kompaniya-1037789011644;
3300015282;ООО &quot;;;;;;;29,7 млн;2025;;;;https://checko.ru/company/ehkspertnaya-bezopasnost-1243300007158;
3800000220;АО &quot;ИРКУТСКОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ЭНЕРГЕТИКИ И ЭЛЕКТРИФИКАЦИИ;г Иркутск, ул Сухэ-Батора, д 3;meduzamotors.ru;Причко Олег Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;ACTIVE;15,1 млрд;2025;;;;https://checko.ru/company/irkutskehnergo-1023801003313;
7022009183;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕФТЕПРОМРЕМОНТ""";Томская обл, г Стрежевой, ул Строителей, д 88;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РН-СЕРВИС""";;LIQUIDATED;;;;;;https://checko.ru/company/npr-1027001619226;
5018202198;АО &quot;;;kbhmisaeva.ru;;;;1,9 млрд;2021;;;;https://checko.ru/company/kiami-1195081083878;
6162074800;ООО &quot;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИХИЙ ДОН-3000""";г Ростов-на-Дону, ул Станиславского, зд 8А, ком 111;;Сахаров Роман Игоревич;ДИРЕКТОР;ACTIVE;60,9 млн;2025;;;;https://checko.ru/company/tihy-don-3000-1176196009142;
