inn;predpriyatie;tip;marka_model;zavodskoy_nomer;sreda;data;nomer_zaklucheniya;vyvod;srok_do;sila;klass;istochnik;ssylka;citata;chem_marka;status_sroka;citata_sroka;istochnikov
0266028780;"ООО ""ИТЦ СНХРС""";воздуходувка;ТВ-1;28935;воздух;31.03.2014;41-ТУ-11261-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""НХД""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11261-2014;Турбовоздуходувка ТВ-1 поз. В-2, зав.№ 28935;регулярка;срок не указан в реестре;;2
0266028780;"ООО ""ИТЦ СНХРС""";узел: ресивер;Е-18;;воздух;31.03.2014;41-ТУ-11270-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""НХД""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11270-2014;Трубопровод воздуха КИП на установку от 5-го ряда от отсекающей арматуры поз.486 через ресивер воздуха поз.Е-18 в операторную на приборы КИП, рег. № 10149;регулярка;;;1
0266028780;"ООО ""ИТЦ СНХРС""";компрессор;В-4;29153;;31.03.2014;41-ТУ-11310-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""НХД""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11310-2014;Компрессор поршневой типа КГ- 4, поз.В-4, зав.№29153;регулярка;срок не указан в реестре;;2
0266028780;"ООО ""ИТЦ СНХРС""";компрессор;КГ-4;29151;;31.03.2014;41-ТУ-11313-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""НХД""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11313-2014;Компрессор поршневой типа КГ- 4, поз.В-4а, зав.№29151;провайдер по тексту заключения;срок не указан в реестре;;3
5836602550;"ООО ТК ""Конкурент""";ресивер;3,5РДВа;;;03.03.2025;50-ТУ-03914-2025;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03914-2025;технические устройства: ресиверы 3,5РДВа, зав. №№ 24030, 24033, 24031, рег. №№ 26/231, 26/229, 26/230, аммиачной холодильной установки, применяемые на опасном производственном объекте: «Площадка компрессорного участка организации», рег. № А50-00706-0002, ООО ТК «Конкурент», класс опасности – III, по адресу: г. Пенза, ул. Аустрина, 182;провайдер по тексту заключения;;;2
5836602550;"ООО ТК ""Конкурент""";ресивер;5РД;;;03.03.2025;50-ТУ-03915-2025;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03915-2025;технические устройства: ресиверы 5РД, зав. №№ 24027, 24028, рег. №№ 26/233, 26/232, аммиачной холодильной установки, применяемые на опасном производственном объекте: «Площадка компрессорного участка организации», рег. № А50-00706-0002, ООО ТК «Конкурент», класс опасности – III, по адресу: г. Пенза, ул. Аустрина, 182;провайдер по тексту заключения;;;2
5836602550;"ООО ТК ""Конкурент""";ресивер;3,5РД;24720;;03.03.2025;50-ТУ-03917-2025;соответствует;19.02.2029;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03917-2025;техническое устройство: ресивер 3,5РД, зав. № 24720, рег. № 26/228, аммиачной холодильной установки, применяемое на опасном производственном объекте: «Площадка компрессорного участка организации», рег. № А50-00706-0002, ООО ТК «Конкурент», класс опасности – III, по адресу: г. Пенза, ул. Аустрина, 182;провайдер по тексту заключения;действует;сосуды, трубопроводы) Действует — до 19.02.2029 Действует Действует до 19.02.2029 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;3
5836602550;"ООО ТК ""Конкурент""";ресивер;РД-5,0;24027;;04.03.2020;50-ТУ-03806-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03806-2020;"Технические устройства: ресиверы РД-5,0: зав. № 24027, рег. № 26/233; зав. № 24028, рег. № 26/232, аммиачной холодильной установки";провайдер по тексту заключения;;;2
5836602550;"ООО ТК ""Конкурент""";ресивер;РДВ-3,5;24030;;04.03.2020;50-ТУ-03810-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03810-2020;"ресиверы РДВ-3,5: зав. № 24030, рег. № 26/231; зав. № 24031, рег. № 26/230; зав. № 24033, рег. № 26/229, аммиачной холодильной установки";провайдер по тексту заключения;;;2
5836602550;"ООО ТК ""Конкурент""";ресивер;РД-3,5;24720;;04.03.2020;50-ТУ-03814-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03814-2020;ресивер РД-3,5, зав. № 24720, рег. № 26/228, аммиачной холодильной установки;провайдер по тексту заключения;;;2
5836602550;"ООО ТК ""Конкурент""";компрессор;5ВХ-350;;;04.03.2020;50-ТУ-03833-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03833-2020;винтовые компрессоры 5ВХ-350, стац. №№ 3, 5, 6, аммиачной холодильной установки;регулярка;;;1
5836602550;"ООО ТК ""Конкурент""";узел: компрессор;;;;04.03.2020;50-ТУ-03835-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03835-2020;технологические трубопроводы компрессоров №№ 1, 3, 4, 5, 6, 7, аммиачной холодильной установки;;;;1
5836602550;"ООО ТК ""Конкурент""";компрессор;2П110;;;04.03.2020;50-ТУ-03863-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03863-2020;поршневые компрессоры 2П110, стац. №№ 1, 4, 7, аммиачной холодильной установки;регулярка;;;1
5836602550;"ООО ТК ""Конкурент""";ресивер;РД-5,0;24027;;28.12.2015;50-ТУ-19091-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-19091-2015;"Ресиверы РД-5,0: зав. № 24027, рег. № 26/233; зав. № 24028, рег. № 26/232";провайдер по тексту заключения;;;2
5836602550;"ООО ТК ""Конкурент""";узел: компрессор;;;;25.12.2015;50-ТУ-18875-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-18875-2015;Технологические трубопроводы компрессоров №№ 1, 3, 4, 5, 6, 7;;;;1
5836602550;"ООО ТК ""Конкурент""";компрессор;2П110;;;25.12.2015;50-ТУ-18879-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-18879-2015;Поршневые компрессоры 2П110 №№ 6024, 6769, 6770;регулярка;;;1
5836602550;"ООО ТК ""Конкурент""";компрессор;5ВХ-350;;;25.12.2015;50-ТУ-18885-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-18885-2015;Винтовые компрессоры 5ВХ-350 №№ 82145, 81142, 78081;регулярка;;;1
5836602550;"ООО ТК ""Конкурент""";ресивер;РДВ-3,5;24030;;25.12.2015;50-ТУ-18889-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-18889-2015;"Ресиверы РДВ-3,5: зав. № 24030, рег. № 26/231; зав. № 24031, рег. № 26/230; зав. № 24033, рег. № 26/229";провайдер по тексту заключения;;;2
5836602550;"ООО ТК ""Конкурент""";ресивер;РДВ-3,5;24720;;25.12.2015;50-ТУ-18898-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-18898-2015;Ресивер РДВ-3,5 зав. № 24720, рег. № 26/228;провайдер по тексту заключения;;;2
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;ВК-25Э;3981;;30.05.2025;43-ТУ-48006-2025;соответствует;31.03.2029;1;надзорная запись: заключение ЭПБ;"ООО ""ВЯТКА-ПРОМЭКСПЕРТ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-48006-2025;Компрессоры ВК-25Э, техн. № 1, зав. № 3981, инв. № 1045, ВК-25Э техн. № 2, зав. № 91694, инв. № 1045 применяемые на опасном производственном объекте: «База хранения СУГ (ГНС г. Казань)», рег.№ А43-00777-0001, I класс опасности;регулярка;действует;сосуды, трубопроводы) Действует — до 31.03.2029 Действует Действует до 31.03.2029 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;П-220;11239;;10.06.2024;43-ТУ-12982-2024;соответствует;31.12.2028;1;надзорная запись: заключение ЭПБ;"ООО ""РУСПРОМГАЗ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-12982-2024;Компрессор поршневой П-220 техн.№4, зав. №11239;регулярка;действует;сосуды, трубопроводы) Действует — до 31.12.2028 Действует Действует до 31.12.2028 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;П-220;11166;;21.12.2023;43-ТУ-318141-2023;соответствует;31.12.2027;1;надзорная запись: заключение ЭПБ;"ООО ""РУСПРОМГАЗ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-318141-2023;Компрессор поршневой П-220 техн. №1, зав. №11166;регулярка;действует;сосуды, трубопроводы) Действует — до 31.12.2027 Действует Действует до 31.12.2027 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;П-220;11135;;21.12.2023;43-ТУ-318142-2023;соответствует;31.12.2027;1;надзорная запись: заключение ЭПБ;"ООО ""РУСПРОМГАЗ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-318142-2023;Компрессор поршневой П-220 техн.№3, зав. №11135;регулярка;действует;сосуды, трубопроводы) Действует — до 31.12.2027 Действует Действует до 31.12.2027 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;П-220;10593;;21.12.2023;43-ТУ-318144-2023;соответствует;31.12.2027;1;надзорная запись: заключение ЭПБ;"ООО ""РУСПРОМГАЗ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-318144-2023;Компрессор поршневой П-220 техн.№2, зав. №10593;регулярка;действует;сосуды, трубопроводы) Действует — до 31.12.2027 Действует Действует до 31.12.2027 Скачать подтверждение (PDF) Скопировать номер Данные актуальны на 0;2
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";ресивер;В-2,0;6427;воздух;20.10.2021;43-ТУ-14801-2021;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЭДЦ ""ЛАЙНСЭКСПЕРТ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-14801-2021;«База хранения СУГ (ГНС г. Казань)» (рег. №А43-00777-0001, I класс опасности) – воздухосборник В-2,0 зав. № 6427, рег. № 24614 эксплуатируемое ООО «Газпром сжиженный газ» Адрес ОПО: 420051, Республика Татарстан, г. Казань, ул. Северо-Западная, 10;провайдер по тексту заключения;;;2
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";ресивер;В-6,3;3212;воздух;11.06.2021;43-ТУ-06754-2021;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЭДЦ ""ЛАЙНСЭКСПЕРТ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-06754-2021;«База хранения (кустовая) (ГНС г. Нижнекамск)» (рег. №А43-00777-003, III класс опасности) – воздухосборник В-6,3 зав. № 3212, эксплуатируемое ООО «Газпром сжиженный газ»;провайдер по тексту заключения;;;2
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;4ВУ1-5/9;068815131;;11.06.2021;43-ТУ-06761-2021;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЭДЦ ""ЛАЙНСЭКСПЕРТ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-06761-2021;«База хранения (кустовая) (ГНС г. Нижнекамск)» (рег. №А43-00777-0003, III класса опасности) - компрессор 4ВУ1-5/9, зав.№068815131, инв.№0893 эксплуатируемое ООО «Газпром сжиженный газ»;регулярка;;;1
