inn;predpriyatie;nomer;predmet;organizator;vid;summa;data;data_konca;stadiya;sekciya;podsekciya;id_processa;ssylka;ssylka_etp
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП6021119;Поставка блоков КПП, ПП-IIст. для филиала «КОНАКОВСКАЯ ГРЭС» ПАО «ЭЛ5-ЭНЕРГО»  в 2027-2028гг;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос предложений;0.01 ₽;2026-02-11;2026-03-06;Архив;zakupki;;17909283;https://www.tektorg.ru/223-fz/procedures/17909283;https://zakupki.tektorg.ru/#com/procedure/view/procedure/204583
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП6022206;"Строительно-монтажные подготовительные работы, устройство площадок для хранения оборудования в рамках проекта  Техническое перевооружение энергоблока ст. №9 филиала ""Среднеуральская ГРЭС"" ПАО ""ЭЛ5-Энерго""";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;9138919.94 ₽;2026-02-24;2026-03-05;Архив;zakupki;;17943380;https://www.tektorg.ru/223-fz/procedures/17943380;https://zakupki.tektorg.ru/#com/procedure/view/procedure/205911
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП6021544;"Поставка оборудования для ремонта систем противопожарной защиты филиала «Невинномысская ГРЭС» ПАО «ЭЛ5-Энерго» в 2026 г.
";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;347293 ₽;2026-02-16;2026-03-03;Архив;zakupki;;17921500;https://www.tektorg.ru/223-fz/procedures/17921500;https://zakupki.tektorg.ru/#com/procedure/view/procedure/201622
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";883755;Поставка гидроаккумулятора маслосистемы регулирования ПТУ ПГУ для филиала «Невинномысская ГРЭС» ПАО «ЭЛ5-Энерго» для проведения аварийного ремонта  в 2026 году.;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Закупка малого объема;149191.83 ₽;2026-02-13;2026-03-03;Отменён;market;;17917382;https://www.tektorg.ru/market/procedures/17917382;https://kim.tektorg.ru/#nsi/priceorder/directOpen/orderId/883755
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";881317;Поставка лабораторной мебели по потребности филиала «Конаковская ГРЭС» ПАО «ЭЛ5-Энерго» в 2026 году;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Закупка малого объема;261860 ₽;2026-02-06;2026-03-02;Архив;market;;17898184;https://www.tektorg.ru/market/procedures/17898184;https://kim.tektorg.ru/#nsi/priceorder/directOpen/orderId/881317
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП6021986;"Поставка насосов ГНОМ для филиала Среднеуральская ГРЭС ПАО ""ЭЛ5-Энерго"" в 2026 г.";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;499400 ₽;2026-02-20;2026-02-27;Архив;zakupki;;17935155;https://www.tektorg.ru/223-fz/procedures/17935155;https://zakupki.tektorg.ru/#com/procedure/view/procedure/205652
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП6021328;Техническое обслуживание и ремонт грузовых, пассажирских лифтов филиала «Невинномысская ГРЭС» ПАО «ЭЛ5-Энерго» в 2026-2028 годах.;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;5200000 ₽;2026-02-13;2026-02-27;Архив;zakupki;;17914433;https://www.tektorg.ru/223-fz/procedures/17914433;https://zakupki.tektorg.ru/#com/procedure/view/procedure/204845
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП6021213;Поставка герметизирующих материалов (клей, паста) для выполнения работ силами филиала «РЭМ» на филиале «Конаковская ГРЭС» ПАО «ЭЛ5-Энерго»в 2026 году;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;990301.57 ₽;2026-02-12;2026-02-26;Архив;zakupki;;17911660;https://www.tektorg.ru/223-fz/procedures/17911660;https://zakupki.tektorg.ru/#com/procedure/view/procedure/204612
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";871414;Поставка бензина и керосина для филиала «РЭМ» ПАО «ЭЛ5-Энерго»  для проведения текущих и капитальных ремонтов в 2026 году на филиале «Невинномысская ГРЭС» ПАО «ЭЛ5-Энерго»;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Закупка малого объема;124261.95 ₽;2025-12-30;2026-02-25;Отменён;market;;17345282;https://www.tektorg.ru/market/procedures/17345282;https://kim.tektorg.ru/#nsi/priceorder/directOpen/orderId/871414
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП6021361;Экспертиза промышленной безопасности баков №№1,2,3,4,5,6 трансформаторного масла и баков №№1,2,3,4,5,6 турбинного масла площадки бакового хозяйства масел центрального маслохозяйства ОПО Площадка подсобного хозяйства филиала «Конаковская ГРЭС» ПАО «ЭЛ5-Энерго» рег. № А54-03331-0015.;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;300000 ₽;2026-02-13;2026-02-25;Архив;zakupki;;17915489;https://www.tektorg.ru/223-fz/procedures/17915489;https://zakupki.tektorg.ru/#com/procedure/view/procedure/204879
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП6021160;"Поставка компонентов к ПТК «КВИНТ» в 2026-2028 гг для нужд Конаковской и Невинномысской ГРЭС ПАО ""ЭЛ5-Энерго""";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;28019430 ₽;2026-02-12;2026-02-25;Архив;zakupki;;17910155;https://www.tektorg.ru/223-fz/procedures/17910155;https://zakupki.tektorg.ru/#com/procedure/view/procedure/203697
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП602295;Поставка термометров сопротивления и комплектующих к ним для нужд Конаковской, Невинномысской и Среднеуральской ГРЭС  ПАО «ЭЛ5-Энерго» в 2026 году;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;4358816.64 ₽;2026-02-04;2026-02-25;Архив;zakupki;;17888316;https://www.tektorg.ru/223-fz/procedures/17888316;https://zakupki.tektorg.ru/#com/procedure/view/procedure/203566
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП602796;Проектирование, поставка и монтаж (под ключ) системы шариковой очистки для турбоагрегата ст. №6 филиала «Конаковская ГРЭС» ПАО «ЭЛ5-Энерго»;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос предложений;77000000 ₽;2026-02-09;2026-02-24;Архив;zakupki;;17900277;https://www.tektorg.ru/223-fz/procedures/17900277;https://zakupki.tektorg.ru/#com/procedure/view/procedure/204207
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП6011471;"Услуги по режимным наблюдениям за состоянием водоохранной зоны Иваньковского водохранилища филиала «Конаковская ГРЭС» ПАО «ЭЛ5-Энерго""";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;НМЦ не установлена;2026-01-30;2026-02-20;Отменён;zakupki;;17877249;https://www.tektorg.ru/223-fz/procedures/17877249;https://zakupki.tektorg.ru/#com/procedure/view/procedure/202857
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП602690;Поставка панели оператора установки производства азота для ПГУ-410 для филиала «Невинномысская ГРЭС» ПАО «ЭЛ5-Энерго» в 2026 году;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;441404.51 ₽;2026-02-06;2026-02-20;Архив;zakupki;;17897550;https://www.tektorg.ru/223-fz/procedures/17897550;https://zakupki.tektorg.ru/#com/procedure/view/procedure/204089
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП602764;Поставка термозащитных рукавов для кабельных связей САР ТГ филиала «Конаковская ГРЭС» ПАО «ЭЛ5-Энерго» в 2026году.;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;155720.82 ₽;2026-02-09;2026-02-20;Архив;zakupki;;17899426;https://www.tektorg.ru/223-fz/procedures/17899426;https://zakupki.tektorg.ru/#com/procedure/view/procedure/204181
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП602684;Поставка измерителя сопротивления изоляции  для филиала  Невинномысская ГРЭС в 2026 году;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;126500 ₽;2026-02-06;2026-02-20;Архив;zakupki;;17897332;https://www.tektorg.ru/223-fz/procedures/17897332;https://zakupki.tektorg.ru/#com/procedure/view/procedure/204082
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП602745;Поставка  реле в комплекте с колодкой  для замены в шкафах управления выключателями ОРУ-330кВ филиала «Невинномысская ГРЭС» ПАО «ЭЛ5-Энерго» в 2026 году.;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;437000 ₽;2026-02-09;2026-02-19;Архив;zakupki;;17898821;https://www.tektorg.ru/223-fz/procedures/17898821;https://zakupki.tektorg.ru/#com/procedure/view/procedure/204154
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП6021193;Ремонт дымовой трубы ст. №2 с газоходами филиала «Невинномысская ГРЭС» ПАО «ЭЛ5-Энерго» в 2026 году.;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос предложений;36199797.7 ₽;2026-02-12;2026-02-19;Архив;zakupki;;17910867;https://www.tektorg.ru/223-fz/procedures/17910867;https://zakupki.tektorg.ru/#com/procedure/view/procedure/204688
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП602155;Поставка манометров для нужд Конаковской, Невинномысской и Среднеуральской ГРЭС в 2026 году;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;1681267.28 ₽;2026-02-03;2026-02-18;Отменён;zakupki;;17884370;https://www.tektorg.ru/223-fz/procedures/17884370;https://zakupki.tektorg.ru/#com/procedure/view/procedure/203343
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП6021121;Выполнение работ по замене основных элементов бака-аккумулятора №3;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;0.01 ₽;2026-02-11;2026-02-18;Архив;zakupki;;17909331;https://www.tektorg.ru/223-fz/procedures/17909331;https://zakupki.tektorg.ru/#com/procedure/view/procedure/204602
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";871237;Поставка электроизмерительных приборов (изделий) для  филиала Невинномысская ГРЭС в 2026 году;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Закупка малого объема;НМЦ не установлена;2025-12-29;2026-02-16;Архив;market;;17298541;https://www.tektorg.ru/market/procedures/17298541;https://kim.tektorg.ru/#nsi/priceorder/directOpen/orderId/871237
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";878150;Поставка расходных материалов для пайки для филиала «РЭМ» ПАО «ЭЛ5-Энерго» для проведения текущих и капитальных ремонтов в 2026 году на филиале «Невинномысская ГРЭС» ПАО «ЭЛ5-Энерго»;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Закупка малого объема;124605.36 ₽;2026-01-29;2026-02-16;Архив;market;;17876932;https://www.tektorg.ru/market/procedures/17876932;https://kim.tektorg.ru/#nsi/priceorder/directOpen/orderId/878150
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП5122609;Выполнение полного комплекса работ «под ключ» по расширению зон оповещения персонала, находящегося в административных зданиях филиала «Невинномысская ГРЭС» ПАО «ЭЛ5-Энерго», включая предоставление оборудования, монтажные, пуско-наладочные работы, настройка оборудования и подготовку исполнительной до;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;4383040.83 ₽;2025-12-25;2026-02-16;Архив;zakupki;;17220458;https://www.tektorg.ru/223-fz/procedures/17220458;https://zakupki.tektorg.ru/#com/procedure/view/procedure/199997
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП6011050;"Оказание услуг по «поверке трансформаторов тока и напряжения»  филиала «Среднеуральская ГРЭС» ПАО ""ЭЛ5-Энерго""";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;1627553.33 ₽;2026-01-26;2026-02-13;Архив;zakupki;;17866840;https://www.tektorg.ru/223-fz/procedures/17866840;https://zakupki.tektorg.ru/#com/procedure/view/procedure/202318
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП602645;Приобретение лицензий «1С-Битрикс24» для работы портала ПАО «ЭЛ5-Энерго»;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;659400 ₽;2026-02-06;2026-02-13;Архив;zakupki;;17896565;https://www.tektorg.ru/223-fz/procedures/17896565;https://zakupki.tektorg.ru/#com/procedure/view/procedure/204048
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";870932;Поставка уплотнительных колец и манжет для газовых и мазутных ПЗК, филиала «Невинномысская ГРЭС» ПАО «ЭЛ5-Энерго»;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Закупка малого объема;839393.6 ₽;2025-12-26;2026-02-12;Архив;market;;17247290;https://www.tektorg.ru/market/procedures/17247290;https://kim.tektorg.ru/#nsi/priceorder/directOpen/orderId/870932
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП5111814;Комплексное сервисное техническое обслуживание азотных станций контейнерного исполнения филиала «Конаковская ГРЭС» ПАО «ЭЛ5-Энерго» в 2026-2028гг.: CHZMEK-NG(А)-60/10-99,5 (адсорбционная) и МАКС-60/10-99,5 (мембранная), включая их технологическое оборудование, оборудование КИПиА, АСУ ТП, электрообор;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;3933817.2 ₽;2025-11-20;2026-02-12;Архив;zakupki;;16811853;https://www.tektorg.ru/223-fz/procedures/16811853;https://zakupki.tektorg.ru/#com/procedure/view/procedure/195335
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП601897;Поставка растворов для химической мойки для филиала «Невинномысская ГРЭС» ПАО «ЭЛ5-Энерго» в 2026 году;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;755359.54 ₽;2026-01-23;2026-02-10;Архив;zakupki;;17862607;https://www.tektorg.ru/223-fz/procedures/17862607;https://zakupki.tektorg.ru/#com/procedure/view/procedure/202077
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП5122685;"Ремонт оборудования КИПиА микропроцессорной аппаратуры филиала ""Конаковская ГРЭС"" на 2026-2028г";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;4577874 ₽;2025-12-26;2026-02-09;Архив;zakupki;;17876047;https://www.tektorg.ru/223-fz/procedures/17876047;https://zakupki.tektorg.ru/#com/procedure/view/procedure/200058
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП5123051;"ТO и сопровождение оборудования в части автоматического регулирования турбогенератора К-300-240 ст.№1,№2 для филиала ""Конаковская ГРЭС"" на 2026-2028г.";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;0.01 ₽;2025-12-30;2026-02-06;Архив;zakupki;;17878942;https://www.tektorg.ru/223-fz/procedures/17878942;https://zakupki.tektorg.ru/#com/procedure/view/procedure/200727
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП5122396;Выполнение строительных, электромонтажных и пусконаладочных работ на электротехническом оборудовании и в части автоматизации по проекту «Техническое перевооружение маслохозяйства филиала «Среднеуральская ГРЭС» ПАО «ЭЛ5-Энерго»;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос предложений;67339445.85 ₽;2025-12-23;2026-02-05;Архив;zakupki;;17170588;https://www.tektorg.ru/223-fz/procedures/17170588;https://zakupki.tektorg.ru/#com/procedure/view/procedure/197113
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";871272;Поставка бензина и керосина для нужд филиала «РЭМ» ПАО «ЭЛ5-Энерго» на территории филиала «Среднеуральская ГРЭС» ПАО «ЭЛ5-Энерго» в 2026 году;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Закупка малого объема;141655.9 ₽;2025-12-29;2026-02-05;Работа комиссии;market;;17302131;https://www.tektorg.ru/market/procedures/17302131;https://kim.tektorg.ru/#nsi/priceorder/directOpen/orderId/871272
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП5122803;Поставка лакокрасочных материалов для филиала «РЭМ» ПАО «ЭЛ5-Энерго» для проведения текущих и капитальных ремонтов в 2026 году на филиале «Невинномысская ГРЭС» ПАО «ЭЛ5-Энерго»;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;127933.91 ₽;2025-12-26;2026-02-05;Отменён;zakupki;;17251263;https://www.tektorg.ru/223-fz/procedures/17251263;https://zakupki.tektorg.ru/#com/procedure/view/procedure/200261
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП601891;Поставка токоограничивающего реактора для ГРУ-6кВ для филиала «Невинномысская ГРЭС» ПАО «ЭЛ5-Энерго» в 2026 году;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;2470000 ₽;2026-01-23;2026-02-04;Архив;zakupki;;17862450;https://www.tektorg.ru/223-fz/procedures/17862450;https://zakupki.tektorg.ru/#com/procedure/view/procedure/202073
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП5122421;Поставка знаков, плакатов и табличек безопасности, запирающих устройств и блокираторов LOTO для филиалов «Конаковская, Невинномысская и Среднеуральская ГРЭС» ПАО «ЭЛ5-Энерго».;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;1875705.44 ₽;2025-12-23;2026-02-02;Архив;zakupki;;17173350;https://www.tektorg.ru/223-fz/procedures/17173350;https://zakupki.tektorg.ru/#com/procedure/view/procedure/199750
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП5122754;Поставка Извести негашеной кальциевой 2 сорт для филиала «Невинномысская ГРЭС» ПАО «ЭЛ5-Энерго» в 2026 году.;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;800000 ₽;2025-12-26;2026-02-02;Архив;zakupki;;17245997;https://www.tektorg.ru/223-fz/procedures/17245997;https://zakupki.tektorg.ru/#com/procedure/view/procedure/200095
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП5122026;Техническое обслуживание и ремонт оборудования АСУТП установки ультрафильтрации, обратного осмоса и установки электродеионизации для филиала «Невинномысская ГРЭС» ПАО «ЭЛ5-Энерго» на 2026-2028г.;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;1275735.17 ₽;2025-12-18;2026-02-02;Архив;zakupki;;17014451;https://www.tektorg.ru/223-fz/procedures/17014451;https://zakupki.tektorg.ru/#com/procedure/view/procedure/199265
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП601408;"Восстановление ротора высокого давления турбины К-300-240-1 ЛМЗ филиала ""Конаковская ГРЭС"" ПАО ""ЭЛ5-Энерго""
";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос предложений;0.01 ₽;2026-01-19;2026-01-31;Архив;zakupki;;17851529;https://www.tektorg.ru/223-fz/procedures/17851529;https://zakupki.tektorg.ru/#com/procedure/view/procedure/201070
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП601719;"Поставка исполнительных механизмов и комплектующих для электроприводов в 2026г. для филиала ""Невинномысская ГРЭС"" ПАО ""ЭЛ5-Энерго""";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;764989.24 ₽;2026-01-21;2026-01-30;Архив;zakupki;;17856928;https://www.tektorg.ru/223-fz/procedures/17856928;https://zakupki.tektorg.ru/#com/procedure/view/procedure/201815
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП5122523;Поставка запасных частей для  газовых компрессоров Ingersoll Rand (Cameron) 3R3MSG-5RCG/30» «Среднеуральская ГРЭС» ПАО «ЭЛ5-Энерго»;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;22232316.64 ₽;2025-12-24;2026-01-29;Отменён;zakupki;;17193722;https://www.tektorg.ru/223-fz/procedures/17193722;https://zakupki.tektorg.ru/#com/procedure/view/procedure/199880
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП601085;Оказание услуг по проведению дистанционных медицинских осмотров и алкотестирования работников ПАО «ЭЛ5-Энерго»;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;19753140 ₽;2026-01-13;2026-01-29;Отменён;zakupki;;17844157;https://www.tektorg.ru/223-fz/procedures/17844157;https://zakupki.tektorg.ru/#com/procedure/view/procedure/201043
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП5122746;Поставка флокулянта для филиала «Среднеуральская ГРЭС» ПАО «ЭЛ5-Энерго» в 2026 г.;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;0.01 ₽;2025-12-26;2026-01-29;Отменён;zakupki;;17245456;https://www.tektorg.ru/223-fz/procedures/17245456;https://zakupki.tektorg.ru/#com/procedure/view/procedure/200223
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП5122887;Поставка смазочных материалов ;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;2404189.43 ₽;2025-12-29;2026-01-28;Архив;zakupki;;17298768;https://www.tektorg.ru/223-fz/procedures/17298768;https://zakupki.tektorg.ru/#com/procedure/view/procedure/200455
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП5122917;Выполнение погрузочно-разгрузочных работ с химическими реагентами в 2026-2028 годах филиала «Среднеуральская ГРЭС» «ЭЛ5-Энерго».;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;43343725.79 ₽;2025-12-29;2026-01-27;Отменён;zakupki;;17302207;https://www.tektorg.ru/223-fz/procedures/17302207;https://zakupki.tektorg.ru/#com/procedure/view/procedure/200494
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП601233;Оказание услуг по проведению специальной оценки условий труда, в том числе внеплановой специальной оценки условий труда для ПАО «ЭЛ5-Энерго» на 2026-2028 гг.;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;2500000 ₽;2026-01-15;2026-01-27;Архив;zakupki;;17847864;https://www.tektorg.ru/223-fz/procedures/17847864;https://zakupki.tektorg.ru/#com/procedure/view/procedure/201222
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП5122317;"Реконструкция устройств релейной защиты и автоматики КРУСН-6кВ VII c. и IX с. 
«под ключ», филиала «Невинномысская ГРЭС» ПАО «ЭЛ5-Энерго» в 2026г. 
";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос предложений;55836306.9 ₽;2025-12-22;2026-01-27;Архив;zakupki;;17138126;https://www.tektorg.ru/223-fz/procedures/17138126;https://zakupki.tektorg.ru/#com/procedure/view/procedure/199618
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП512944;Выполнение строительно-монтажных работ по техническому перевооружению разгрузочной рампы фильтровального корпуса филиала «Среднеуральская ГРЭС» ПАО «ЭЛ5-Энерго»;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;4729986.21 ₽;2025-12-09;2026-01-26;Архив;zakupki;;16774066;https://www.tektorg.ru/223-fz/procedures/16774066;https://zakupki.tektorg.ru/#com/procedure/view/procedure/197511
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП5122928;"Поставка графитовых электрощёток для нужд филиала ""Среднеуральская ГРЭС"" ПАО ""ЭЛ5-Энерго"" в 2026-2028г.";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;11493365.35 ₽;2025-12-29;2026-01-26;Архив;zakupki;;17303192;https://www.tektorg.ru/223-fz/procedures/17303192;https://zakupki.tektorg.ru/#com/procedure/view/procedure/200486
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";ЗП5122642;Услуги по очистке коллекторов и аккумулирующих резервуаров сточных вод и канализации   филиала «Среднеуральская ГРЭС»  ПАО «ЭЛ5-Энерго»;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";Запрос цен;1260000 ₽;2025-12-25;2026-01-23;Архив;zakupki;;17222617;https://www.tektorg.ru/223-fz/procedures/17222617;https://zakupki.tektorg.ru/#com/procedure/view/procedure/200050
